town,greek_name,turkish_name,population,male_population,female_population,district,roc_control,lat,lon,gm_id,is_dimos,population_2006,male_population_2006,female_population_2006,district_raw,subdistrict,municipality,lat_g,lon_g
Xylofagou,Ξυλοφάγου,Xylofagou,6231,3057,3174,Larnaka,True,34.9761878,33.8487527,ChIJVz9cA1LS3xQRmEie9TECWYU,False,,,,Λάρνακας,,,,
Pergamos,Πέργαμος,Beyarmudu,193,99,94,Larnaka,True,35.0486587,33.6958809,ChIJg1TRneIt3hQR8NVvavMgv4s,False,,,,Λάρνακας,,,,
Kiti,Κίτι,Çite,4252,2054,2198,Larnaka,True,34.8464781,33.5727305,ChIJT8WFAgWb4BQRO4617z6zi3o,False,,,,Λάρνακας,,,,
Perivolia ,Περιβόλια ,Bahçalar,3009,1531,1478,Larnaka,True,34.828698,33.5798536,ChIJ65hmAAab4BQR1ZJffakT_Jc,False,,,,Λάρνακας,,,,
Tersefanou,Τερσεφάνου,Tersefanou,1299,663,636,Larnaka,True,34.8548144,33.5468888,ChIJ71No6-ub4BQR4wnlFQKLSng,False,,,,Λάρνακας,,,,
Softades,Σοφτάδες,Softalar,62,29,33,Larnaka,True,34.8336242,33.5481414,ChIJ7ajrJbab4BQRjnfOt9HO5Dc,False,,,,Λάρνακας,,,,
Mazotos,Μαζωτός,Mazotos,832,388,444,Larnaka,True,34.8038652,33.4872724,ChIJbdCzy3uX4BQR1Ubwz8yA4Mc,False,,,,Λάρνακας,,,,
Alaminos,Αλαμινός,Alaminyo,345,174,171,Larnaka,True,34.8070417,33.4335814,ChIJC_P7EF694BQRhaf9anYsMFo,False,,,,Λάρνακας,,,,
Anafotida,Αναφωτίδα,Akkor,790,390,400,Larnaka,True,34.8246869,33.4633383,ChIJ86nPtCOY4BQRoyEMxzPe9ns,False,,,,Λάρνακας,,,,
Aplanta,Απλάντα,Aplanta Çiftlik,6,6,0,Larnaka,True,34.8290869,33.4743605,ChIJQfzAQTGY4BQRkQ4BdCuXQt4,False,,,,Λάρνακας,,,,
Kivisili,Κιβισίλι,Cevizli,233,117,116,Larnaka,True,34.8397473,33.5058046,ChIJGy9F_aGZ4BQRnNlwKZv3jnM,False,,,,Λάρνακας,,,,
Alethriko,Αλεθρικό,Alethriko,1101,538,563,Larnaka,True,34.8581994,33.4948446,ChIJF1jkgBqZ4BQR43ImyeQcMrg,False,,,,Λάρνακας,,,,
Klavdia,Κλαυδιά,Alaniçi,427,205,222,Larnaka,True,34.8933791,33.51483,ChIJ0Qss47qe4BQRwQgxteCeyfM,False,,,,Λάρνακας,,,,
Agglisides,Αγγλισίδες,Aksu,1146,588,558,Larnaka,True,34.8534791,33.4565974,ChIJdQLslmaY4BQRS1IjTpTS5Gs,False,,,,Λάρνακας,,,,
Menogeia,Μενόγεια,Ötüken,50,22,28,Larnaka,True,34.8438208,33.4407763,ChIJPSI24QqY4BQRSHSRfPPi8tQ,False,,,,Λάρνακας,,,,
Athienou,Αθιένου,Kiracıköy,5017,2462,2555,Larnaka,True,35.0617995,33.5399098,ChIJ0_D8YLsj3hQR5X0O5-iYOf4,False,,,,Λάρνακας,,,,
Kalo Chorio ,Καλό Χωριό ,Vuda,1518,752,766,Larnaka,True,34.9274852,33.5370018,ChIJdXChWNyd4BQRC1QpE75sJ7c,False,,,,Λάρνακας,,,,
Agia Anna,Αγία Άννα,Akhisar,339,170,169,Larnaka,True,34.9431755,33.4815517,ChIJH7l61bKf4BQRwUfZJ2eoH4A,False,,,,Λάρνακας,,,,
Mosfiloti,Μοσφιλωτή,Mosfiloti,1365,674,691,Larnaka,True,34.9506826,33.4287225,ChIJKZtnKTKg4BQRt_8G2KyJKXY,False,,,,Λάρνακας,,,,
Psevdas,Ψευδάς,Psevdas,1261,622,639,Larnaka,True,34.9512771,33.4631238,ChIJrUi_Y76f4BQRE_d3VJ-Tunc,False,,,,Λάρνακας,,,,
Pyrga  ,Πυργά  ,Çamlıbel,812,422,390,Larnaka,True,34.9260101,33.4313872,ChIJZ656Ad6h4BQR22S-oL-2Z8c,False,,,,Λάρνακας,,,,
Kornos,Κόρνος,Kornos,2083,1060,1023,Larnaka,True,34.9225644,33.3964523,ChIJO812fXyh4BQR1021AIz_ZXg,False,,,,Λάρνακας,,,,
Delikipos,Δελίκηπος,Delikipos,23,12,11,Larnaka,True,34.9159428,33.3620252,ChIJ8bU0kO-j4BQRgWifmidfcng,False,,,,Λάρνακας,,,,
Zygi,Ζύγι,Terazi,589,311,278,Larnaka,True,34.7276131,33.3349628,ChIJwd7x5Cq54BQRGVuCeaCbB4w,False,,,,Λάρνακας,,,,
Mari,Μαρί,Tatlısu,158,83,75,Larnaka,True,34.7414054,33.2989795,ChIJ-xCz6Fy44BQRIRYbnbHr57o,False,,,,Λάρνακας,,,,
Kalavasos,Καλαβασός,Kalavasos,737,371,366,Larnaka,True,34.7724293,33.2959772,ChIJLzhUjpi54BQR8E2k0IK2zt8,False,,,,Λάρνακας,,,,
Tochni,Τόχνη,Taşkent,424,208,216,Larnaka,True,34.7819948,33.3231306,ChIJTQuxsmG54BQRg9eC_1ufnfk,False,,,,Λάρνακας,,,,
Choirokoitia,Χοιροκoιτία,Choirokoitia,632,310,322,Larnaka,True,34.7966222,33.33558,ChIJlxi7bu274BQRGH-WXPSjt0A,False,,,,Λάρνακας,,,,
Psematismenos,Ψεματισμένος,Yalancıköy,271,130,141,Larnaka,True,34.7676625,33.3461719,ChIJAUk_cFK54BQRlvyG5SQ_B2w,False,,,,Λάρνακας,,,,
Maroni,Μαρώνι,Maroni,710,354,356,Larnaka,True,34.7572546,33.3573334,ChIJLaRzyba-4BQRCxyPX3rVA0A,False,,,,Λάρνακας,,,,
Agios Theodoros ,Άγιος Θεόδωρος ,Aytotoro,663,332,331,Larnaka,True,34.7987765,33.3836411,ChIJNbatE1e84BQR5N8OMs3CdyQ,False,,,,Λάρνακας,,,,
Skarinou,Σκαρίνου,Skarinou,393,192,201,Larnaka,True,34.8214575,33.3590151,ChIJtYl7yYS84BQR7nmLOUd4IzE,False,,,,Λάρνακας,,,,
Kofinou,Κοφίνου,Geçitkale,1312,721,591,Larnaka,True,34.8256084,33.3893174,ChIJ7cYTz9i84BQRubn919vI_vE,False,,,,Λάρνακας,,,,
Kato Levkara,Κάτω Λεύκαρα,Aşağı Lefkara,128,60,68,Larnaka,True,34.8633533,33.3146816,ChIJSzfsujK74BQRF0j1oYNHrHE,False,,,,Λάρνακας,,,,
Pano Levkara,Πάνω Λεύκαρα,Yukarı Lefkara,762,363,399,Larnaka,True,34.8673535,33.3053345,ChIJ8396qdWk4BQR0xj9CQFxJoY,False,,,,Λάρνακας,,,,
Kato Drys,Κάτω Δρυς,Kato Drys,129,60,69,Larnaka,True,34.8516158,33.3045466,ChIJZcWZmCC74BQRCPQ_XNGZzgU,False,,,,Λάρνακας,,,,
Vavla,Βάβλα,Vavla,52,17,35,Larnaka,True,34.8414268,33.2688594,ChIJ56EZrYe64BQRJXnPWokae7U,False,,,,Λάρνακας,,,,
Lageia,Λάγεια,Lageia,28,13,15,Larnaka,True,34.8434883,33.2475593,ChIJRaoScPWw4BQR29YZDdKPXbo,False,,,,Λάρνακας,,,,
Ora,Ορά,Ora,206,113,93,Larnaka,True,34.8617787,33.19513,ChIJI9U8pKCx4BQR7IOVVvKVQQ8,False,,,,Λάρνακας,,,,
Melini,Μελίνη,Melini,59,34,25,Larnaka,True,34.867097,33.1571512,ChIJ34G4E86z4BQR8cpHph3z8Pk,False,,,,Λάρνακας,,,,
Odou,Οδού,Odou,213,130,83,Larnaka,True,34.8855322,33.1507464,ChIJX0wwXzey4BQRWh3kpMom-yY,False,,,,Λάρνακας,,,,
Agioi Vavatsinias,Άγιοι Βαβατσινιάς,Agioi Vavatsinias,131,71,60,Larnaka,True,34.8798262,33.190932,ChIJPZudK76x4BQRWQzd01gOToQ,False,,,,Λάρνακας,,,,
Vavatsinia,Βαβατσινιά,Vavatsinia,81,42,39,Larnaka,True,34.8933235,33.2293042,ChIJ6clA5Niv4BQRARzjOXM8mZ8,False,,,,Λάρνακας,,,,
Lemesos,Λεμεσός,Limasol,101000,48421,52579,Lemesos,True,34.6786322,33.0413055,ChIJnfQCrBYz5xQRErAlcJV_qdo,True,,,,Λεμεσού,,,,
Mesa Geitonia,Μέσα Γειτονιά,Mesa Geitonia,14477,6943,7534,Lemesos,True,34.6982601,33.0455093,ChIJ5bZwl28z5xQRdNC5jaL0wxE,True,,,,Λεμεσού,,,,
Agios Athanasios,Άγιος Αθανάσιος,Agios Athanasios,14347,6760,7587,Lemesos,True,34.7109373,33.0597452,ChIJ2SQ5I5Y05xQRX_c0Fpz8_XM,True,,,,Λεμεσού,,,,
Germasogeia,Γερμασόγεια,Germasogeia,13421,6494,6927,Lemesos,True,34.7227518,33.0845277,ChIJAxPg8DPL4BQR0eD3XJ7Ycx8,True,,,,Λεμεσού,,,,
Pano Polemidia,Πάνω Πολεμίδια,Yukarı Binatlı,3470,1699,1771,Lemesos,True,34.7098925,32.99206040000001,ChIJH7C_MGAx5xQR925eH1R9PKI,False,,,,Λεμεσού,,,,
Ypsonas,Ύψωνας,Ypsonas,11117,5529,5588,Lemesos,True,34.6882836,32.9612103,ChIJK8qTmbYx5xQRNSuzg1f4OzU,False,,,,Λεμεσού,,,,
Kato Polemidia,Κάτω Πολεμίδια,Binatlı,22369,10903,11466,Lemesos,True,34.689381,33.0087394,ChIJz2jGDdIz5xQRNAOO8jJCkYY,True,,,,Λεμεσού,,,,
Palodeia,Παλόδεια,Palodia,1568,775,793,Lemesos,True,34.7448585,33.0057813,ChIJtX6MZD405xQRjr60iwnnPng,False,,,,Λεμεσού,,,,
Paramytha,Παραμύθα,Paramytha,569,279,290,Lemesos,True,34.7612191,32.9950889,ChIJ799FYSk05xQRXk_aukixDTQ,False,,,,Λεμεσού,,,,
Spitali,Σπιτάλι,Spitali,316,148,168,Lemesos,True,34.7634165,33.0035795,ChIJsb3gVSw05xQRX9kOcapX_JY,False,,,,Λεμεσού,,,,
Fasoula ,Φασούλα ,Fasoula,560,261,299,Lemesos,True,34.763803,33.0267096,ChIJsWpcwq415xQRCL2ZFG6XB0o,False,,,,Λεμεσού,,,,
Mathikoloni,Μαθικολώνη,Mathikoloni,174,85,89,Lemesos,True,34.7747644,33.0477977,ChIJUQyTXG815xQR25Y7hK5WoNA,False,,,,Λεμεσού,,,,
Gerasa,Γεράσα,Gerasa,69,31,38,Lemesos,True,34.8026925,32.9958715,ChIJlbzujPg15xQRElHZGZN4TPE,False,,,,Λεμεσού,,,,
Apsiou,Αψιού,Apsiou,208,97,111,Lemesos,True,34.7975112,33.0167299,ChIJpdYHAIo15xQR-DkXOL0hzKI,False,,,,Λεμεσού,,,,
Apesia,Απεσιά,Apesia,474,218,256,Lemesos,True,34.7888153,32.9791008,ChIJ21A9sHI25xQRTtQgq4s6xSM,False,,,,Λεμεσού,,,,
Korfi,Κορφή,Korfi,199,102,97,Lemesos,True,34.7943298,32.9657546,ChIJTR7YuD825xQRFzr7p5RbF8o,False,,,,Λεμεσού,,,,
Limnatis,Λιμνάτης,Limnatis,314,144,170,Lemesos,True,34.813109,32.9476114,ChIJcU2jqi425xQRwHJUpqdDkzU,False,,,,Λεμεσού,,,,
Kapileio,Καπηλειό,Kapilio,34,16,18,Lemesos,True,34.8322135,32.9579111,ChIJ5Y2X_cZJ5xQRgouXAc0V-nE,False,,,,Λεμεσού,,,,
Mouttagiaka,Μουτταγιάκα,Mutluyaka,2939,1464,1475,Lemesos,True,34.7207324,33.1007555,ChIJDzwj8hfL4BQRudKN74NCn5Q,False,,,,Λεμεσού,,,,
Armenochori,Αρμενοχώρι,Esenköy,218,104,114,Lemesos,True,34.7447112,33.1295812,ChIJbyBfsWDK4BQRJFRcsopF_VQ,False,,,,Λεμεσού,,,,
Foinikaria,Φοινικάρια,Foinikaria,339,160,179,Lemesos,True,34.7530522,33.0983787,ChIJb6TMksDK4BQRt1Chmg1UaD8,False,,,,Λεμεσού,,,,
Akrounta,Ακρούντα,Akrounta,455,206,249,Lemesos,True,34.7656682,33.0812791,ChIJ_dHSbLPK4BQRuIvKZ4oAmPs,False,,,,Λεμεσού,,,,
Agios Tychon,Άγιος Τύχων,Agios Tychon,3455,1724,1731,Lemesos,True,34.7258619,33.1404129,ChIJjSlst1LK4BQRN939hbnOL3Q,False,,,,Λεμεσού,,,,
Parekklisia,Παρεκκλησιά,Pareklisia,2738,1333,1405,Lemesos,True,34.7435844,33.1600766,ChIJM4_WJhvK4BQRb68sNoBrpSs,False,,,,Λεμεσού,,,,
Pentakomo,Πεντάκωμο,Beşevler,644,318,326,Lemesos,True,34.7389726,33.2411553,ChIJm-O0Bua34BQR_7XSdwLGLPA,False,,,,Λεμεσού,,,,
Monagroulli,Μοναγρούλλι,Monagroulli,536,260,276,Lemesos,True,34.7482813,33.2120933,ChIJE7LtXS224BQRQrCkx8NMSUo,False,,,,Λεμεσού,,,,
Moni,Μονή,Moni,622,321,301,Lemesos,True,34.7390692,33.2012827,ChIJYdHsmN3J4BQRkMN-vHIylZ0,False,,,,Λεμεσού,,,,
Pyrgos ,Πύργος ,Pyrgos,2363,1172,1191,Lemesos,True,34.7417862,33.1832043,ChIJOSIKiOTJ4BQR63b6XZ-HRVE,False,,,,Λεμεσού,,,,
Asgata,Ασγάτα,Asgata,417,208,209,Lemesos,True,34.7792675,33.255693,ChIJRUQO_mO34BQRXLsKlltNO_I,False,,,,Λεμεσού,,,,
Vasa Kellakiou,Βάσα Κελλακίου,Vasa,73,33,40,Lemesos,True,34.8039688,33.2158763,ChIJByB1fCe34BQRiC-mB_V0Vzw,False,,,,Λεμεσού,,,,
Sanida,Σανίδα,Sanida,42,21,21,Lemesos,True,34.8072135,33.1899321,ChIJ7VhiOL-24BQRpusi6vOAEVM,False,,,,Λεμεσού,,,,
Prastio Kellakiou,Πραστιό Κελλακίου,Prastio,103,51,52,Lemesos,True,34.8118472,33.142338,ChIJr7Yy-ka04BQRSVyGOVD8sLU,False,,,,Λεμεσού,,,,
Klonari,Κλωνάρι,Klonari,18,6,12,Lemesos,True,34.8264806,33.1813508,ChIJk4uFRa224BQRW-Wnt_1Tw9s,False,,,,Λεμεσού,,,,
Vikla,Βίκλα,Vikla,1,0,1,Lemesos,True,34.8272657,33.1957503,ChIJ75paljax4BQR9T39VGOtn1M,False,,,,Λεμεσού,,,,
Kellaki,Κελλάκι,Kellaki,299,148,151,Lemesos,True,34.8158446,33.1575597,ChIJ1TPCyBm04BQRnUc--8BIdco,False,,,,Λεμεσού,,,,
Akapnou,Ακαπνού,Akapnou,20,10,10,Lemesos,True,34.8393982,33.1863636,ChIJR59iTkGx4BQRLkiJ2LiT7mc,False,,,,Λεμεσού,,,,
Eptagoneia,Επταγώνεια,Eptagonia,353,172,181,Lemesos,True,34.8464289,33.1579238,ChIJKdSoYe-z4BQRpxrb4GGW2Ec,False,,,,Λεμεσού,,,,
Dierona,Διερώνα,Dierona,192,103,89,Lemesos,True,34.8296739,33.1117782,ChIJBYyHX5K04BQRC66P5waAW-A,False,,,,Λεμεσού,,,,
Arakapas,Αρακαπάς,Arakapas,307,146,161,Lemesos,True,34.8440054,33.1141272,ChIJtV6QLIO04BQRfoQJjN4JXAE,False,,,,Λεμεσού,,,,
Agios Pavlos,Άγιος Παύλος,Agios Pavlos,135,68,67,Lemesos,True,34.8626574,33.0455842,ChIJ52fmpWRL5xQRk-_-heDUo-s,False,,,,Λεμεσού,,,,
Agios Konstantinos,Άγιος Κωνσταντίνος,Agios Konstantinos,137,69,68,Lemesos,True,34.8674197,33.0650055,ChIJu4iywaVM5xQRKIlQa0so93I,False,,,,Λεμεσού,,,,
Sykopetra,Συκόπετρα,Sykopetra,120,60,60,Lemesos,True,34.8786689,33.1112506,ChIJvyJgzhqz4BQR4852_OjmwH8,False,,,,Λεμεσού,,,,
Louvaras,Λουβαράς,Louvaras,363,185,178,Lemesos,True,34.8348747,33.0381446,ChIJqeu4xBtL5xQRExO3ej4mtmU,False,,,,Λεμεσού,,,,
Kalo Chorio ,Καλό Χωριό ,Kalo Chorio,497,242,255,Lemesos,True,34.849626,33.0242499,ChIJ5aBOYqNL5xQRclvf88t9prY,False,,,,Λεμεσού,,,,
Zoopigi,Ζωοπηγή,Zoopigi,140,69,71,Lemesos,True,34.862776,33.0152868,ChIJa5s8l5NL5xQROW57-SErCwo,False,,,,Λεμεσού,,,,
Akrotiri,Ακρωτήρι,Akrotiri,870,427,443,Lemesos,True,34.6016136,32.9557945,ChIJ6eWZxecu5xQRLFt15nCJmh8,False,,,,Λεμεσού,,,,
Asomatos ,Ασώματος ,Gözügüzel,726,361,365,Lemesos,True,34.6379699,32.9573383,ChIJqUh6V0cu5xQR1YyC7mF1Onw,False,,,,Λεμεσού,,,,
Tserkezoi,Τσερκέζοι,Çerkez Çiflik,50,29,21,Lemesos,True,34.6530262,32.9904151,ChIJJyNCuAEy5xQRg51IQBoM9eo,False,,,,Λεμεσού,,,,
Trachoni ,Τραχώνι ,Kayakale,3952,1961,1991,Lemesos,True,34.6563694,32.9626282,ChIJ-f1kR98x5xQROXFUgSEezm0,False,,,,Λεμεσού,,,,
Kolossi,Κολόσσι,Yunus,5651,2789,2862,Lemesos,True,34.670786,32.9338168,ChIJueG5bSgw5xQRNslktqKIprs,False,,,,Λεμεσού,,,,
Erimi,Ερήμη,Erimi,2432,1178,1254,Lemesos,True,34.6818602,32.9202321,ChIJ_698wxYw5xQRu7PG16zdX6c,False,,,,Λεμεσού,,,,
Episkopi ,Επισκοπή ,Episkopi,3681,1779,1902,Lemesos,True,34.6704716,32.9021979,ChIJ1ygD_Ckl5xQRUZLuOB_DQZw,False,,,,Λεμεσού,,,,
Kantou,Καντού,Çanakkale,349,166,183,Lemesos,True,34.6906882,32.9074609,ChIJQe_OVgww5xQRuJYJAqBKZB8,False,,,,Λεμεσού,,,,
Sotira ,Σωτήρα ,Sotira,143,72,71,Lemesos,True,34.7112765,32.8621753,ChIJvRDXxuU65xQR4EjH7_5-Kno,False,,,,Λεμεσού,,,,
Prastio,Πραστιό,Çeliktaş,245,106,139,Lemesos,True,34.729241,32.7788665,ChIJF5mNbsI85xQRJyTbO7PZC08,False,,,,Λεμεσού,,,,
Paramali,Παραμάλι,Çayönü,220,110,110,Lemesos,True,34.6763581,32.7926458,ChIJe0mFHlsj5xQRm5OdfaDLKoM,False,,,,Λεμεσού,,,,
Aydimou,Αυδήμου,Düzkaya,535,259,276,Lemesos,True,34.6926313,32.7631264,ChIJpR48uR4j5xQRyWISjhtSmfs,False,,,,Λεμεσού,,,,
Platanisteia,Πλατανίστεια,Çamlıca,45,22,23,Lemesos,True,34.7121681,32.7102032,ChIJYbRXPHMY5xQRpz2K5kvehLg,False,,,,Λεμεσού,,,,
Agios Thomas,Άγιος Θωμάς,Mersinlik,50,23,27,Lemesos,True,34.7158993,32.7256983,ChIJdXY5zKUi5xQRI6gnoftDLfg,False,,,,Λεμεσού,,,,
Alektora,Αλέκτορα,Gökağaç,64,36,28,Lemesos,True,34.7089706,32.683038,ChIJ6eLiVlAY5xQR7pYj8N5HG7Y,False,,,,Λεμεσού,,,,
Anogyra,Ανώγυρα,Taşlıca,301,141,160,Lemesos,True,34.7392189,32.7335508,ChIJ_28yy0U95xQRFxogS2Jr2NQ,False,,,,Λεμεσού,,,,
Pissouri,Πισσούρι,Pissouri,1819,922,897,Lemesos,True,34.6767071,32.6992551,ChIJkeMF4bkY5xQRVGlhXfJXzkI,False,,,,Λεμεσού,,,,
Souni-Zanakia,Σούνι-Ζανακιά,Souni-Zanakia,837,420,417,Lemesos,True,34.7382364,32.8821021,ChIJVWGyTBM65xQRnYXWfrtfAT8,False,,,,Λεμεσού,,,,
Alassa,Άλασσα,Alassa,282,132,150,Lemesos,True,34.7625613,32.9290054,ChIJzzIN3D035xQR8GNXMHyn6hM,False,,,,Λεμεσού,,,,
Kato Kivides,Κάτω Κιβίδες,Yukarı Alsandık,5,3,2,Lemesos,True,34.7645768,32.8632719,ChIJvWabGig65xQRdemPdxYfsVE,False,,,,Λεμεσού,,,,
Pano Kivides,Πάνω Κιβίδες,Pano Kivides,707,352,355,Lemesos,True,34.7586387,32.8527046,ChIJfXCnXTI65xQRquu0BWh9nes,False,,,,Λεμεσού,,,,
Agios Amvrosios ,Άγιος Αμβρόσιος ,Agios Amvrosios,323,149,174,Lemesos,True,34.7809352,32.8266361,ChIJq0vTJlw55xQRM2VfaLpJJ_8,False,,,,Λεμεσού,,,,
Agios Therapon,Άγιος Θεράπων,Agios Therapon,125,57,68,Lemesos,True,34.7976533,32.8400793,ChIJ45thnxE55xQRIvG0UVoEbO4,False,,,,Λεμεσού,,,,
Lofou,Λόφου,Lofou,46,25,21,Lemesos,True,34.8141177,32.8749029,ChIJw5UYTUc45xQRVhfme_rI6E0,False,,,,Λεμεσού,,,,
Pachna,Πάχνα,Pahna,865,420,445,Lemesos,True,34.7781308,32.79443850000001,ChIJ5xLz3hs85xQRprjI-h6Pr1U,False,,,,Λεμεσού,,,,
Agios Georgios ,Άγιος Γεώργιος ,Agios Georgios,111,54,57,Lemesos,True,34.8151304,32.8984644,ChIJ39dqlvU35xQRheUT2ASw99s,False,,,,Λεμεσού,,,,
Doros,Δωρός,Dhoros,135,56,79,Lemesos,True,34.816113,32.9101584,ChIJ4_Ixau435xQRWPV1gwR47j4,False,,,,Λεμεσού,,,,
Laneia,Λάνεια,Laneia,281,142,139,Lemesos,True,34.8242267,32.9208191,ChIJQT0ufOA35xQRR1w6MISIWIE,False,,,,Λεμεσού,,,,
Silikou,Σιλίκου,Silifke,137,61,76,Lemesos,True,34.8324613,32.8901075,ChIJDcY8bQY45xQRVqbE1wh3l0E,False,,,,Λεμεσού,,,,
Monagri,Μονάγρι,Monagri,175,72,103,Lemesos,True,34.8092578,32.9109593,ChIJZWZpo5I35xQRrLnRX5hBgEM,False,,,,Λεμεσού,,,,
Trimiklini,Τριμήκληνη,Trimiklini,307,142,165,Lemesos,True,34.8484869,32.911182,ChIJWcI69BJI5xQRaYWbowhmvYU,False,,,,Λεμεσού,,,,
Agios Mamas,Άγιος Μάμας,Agios Mamas,114,40,74,Lemesos,True,34.8511033,32.9487543,ChIJVcK2h65J5xQRQ7WIyzbr2lw,False,,,,Λεμεσού,,,,
Kouka,Κουκά,Kouka,27,14,13,Lemesos,True,34.8516033,32.8870972,ChIJ5R2KXe9H5xQR-wcv5GLgllY,False,,,,Λεμεσού,,,,
Moniatis,Μονιάτης,Moniatis,275,126,149,Lemesos,True,34.868825,32.897145,ChIJ94_W3tVH5xQR2klKftimnYI,False,,,,Λεμεσού,,,,
Dora,Δωρά,Dora,145,68,77,Lemesos,True,34.7816186,32.7378222,ChIJkTkZB5U95xQRbrcooqyNUVY,False,,,,Λεμεσού,,,,
Arsos ,Άρσος ,Arsos,202,86,116,Lemesos,True,34.8410556,32.7692686,ChIJJylx4QU_5xQRRI8m6gAyZlk,False,,,,Λεμεσού,,,,
Kissousa,Κισσούσα,Kissousa,6,3,3,Lemesos,True,34.8101445,32.7935055,ChIJq8Arw8U-5xQRmT9HyViUIls,False,,,,Λεμεσού,,,,
Malia,Μαλιά,Bağlarbaşı,64,32,32,Lemesos,True,34.8168712,32.78317090000001,ChIJq7CVBuk-5xQRANPn0t2s0ko,False,,,,Λεμεσού,,,,
Vasa Koilaniou,Βάσα Κοιλανίου,Vasa,163,82,81,Lemesos,True,34.8331824,32.7925858,ChIJbf6siSM_5xQRmwZG3WfNJOw,False,,,,Λεμεσού,,,,
Vouni,Βουνί,Vouni,149,72,77,Lemesos,True,34.8230959,32.83388360000001,ChIJbeyEgug45xQRfYtVxp6mXBg,False,,,,Λεμεσού,,,,
Pera Pedi,Πέρα Πεδί,Pera Pedi,120,59,61,Lemesos,True,34.8591819,32.8786132,ChIJ8dK1UpVH5xQRgVCzGGjYKNg,False,,,,Λεμεσού,,,,
Mandria ,Μανδριά ,Mandria,107,50,57,Lemesos,True,34.8700469,32.8326114,ChIJsczvEGpH5xQRsciiwD-fDzQ,False,,,,Λεμεσού,,,,
Potamiou,Ποταμιού,Potamiou,36,14,22,Lemesos,True,34.8236864,32.8067249,ChIJeQbo5io_5xQRyjP-Im3WwFQ,False,,,,Λεμεσού,,,,
Omodos,Όμοδος,Omodos,322,148,174,Lemesos,True,34.8489219,32.8077875,ChIJB0OIhbY45xQRE293wO2Hwf4,False,,,,Λεμεσού,,,,
Koilani,Κοιλάνι,Ceylan,216,91,125,Lemesos,True,34.8437635,32.8609064,ChIJhd31o3g45xQRE_4SN_PzuCQ,False,,,,Λεμεσού,,,,
Agios Dimitrios,Άγιος Δημήτριος,Agios Dimitrios,54,15,39,Lemesos,True,34.9255557,32.8093553,ChIJz5f9BLNG5xQRXjdT6alLsgc,False,,,,Λεμεσού,,,,
Palaiomylos,Παλαιόμυλος,Palaiomylos,20,7,13,Lemesos,True,34.9346806,32.8208957,ChIJid3UiadG5xQR-al7SsUWBR8,False,,,,Λεμεσού,,,,
Prodromos,Πρόδρομος,Prodromos,123,53,70,Lemesos,True,34.949966,32.8326008,ChIJNy2YCD5E5xQRTvdLWFnP_Hw,False,,,,Λεμεσού,,,,
Kaminaria,Καμινάρια,Kaminaria,44,19,25,Lemesos,True,34.9279581,32.7837628,ChIJc0za3WpB5xQRMkSc9nmRX8Y,False,,,,Λεμεσού,,,,
Treis Elies,Τρεις Ελιές,Treis Elies,25,11,14,Lemesos,True,34.9328386,32.793992,ChIJRcJv9kRB5xQRWVsHL0aBO28,False,,,,Λεμεσού,,,,
Lemithou,Λεμίθου,Lemithou,88,38,50,Lemesos,True,34.9510501,32.8138436,ChIJO9l4_ghE5xQRChbfMTkv9I0,False,,,,Λεμεσού,,,,
Kato Platres ,Κάτω Πλάτρες ,Kato Platres,148,68,80,Lemesos,True,34.8797205,32.8420213,ChIJ1ex5RVJG5xQR3HwwGL-Vmr8,False,,,,Λεμεσού,,,,
Pano Platres,Πάνω Πλάτρες,Pano Platres,239,109,130,Lemesos,True,34.8880353,32.8643444,ChIJd91UiFNG5xQR6uDkdxHwdfw,False,,,,Λεμεσού,,,,
Foini,Φοινί,Foini,391,173,218,Lemesos,True,34.8938825,32.8365745,ChIJ-ZRJLhhH5xQRrZEXVSNhXf8,False,,,,Λεμεσού,,,,
Amiantos,Αμίαντος,Kato Amiantos,228,114,114,Lemesos,True,34.9173137,32.9370119,ChIJZUQhuyNP5xQRDapaPe7QmAo,False,,,,Λεμεσού,,,,
Agios Theodoros ,Άγιος Θεόδωρος ,Agios Theodoros,65,31,34,Lemesos,True,34.8937915,33.0331615,ChIJ98ixdF9M5xQRbWAG0WLJjHM,False,,,,Λεμεσού,,,,
Agios Ioannis ,Άγιος Ιωάννης ,Agios Ioannis,339,166,173,Lemesos,True,34.6776126,33.0183948,ChIJ9cBYJLMz5xQREOPo955awT8,False,,,,Λεμεσού,,,,
Kato Mylos,Κάτω Μύλος,Kato Milos,50,23,27,Lemesos,True,34.8946913,33.006335,ChIJp6J9rBZM5xQRiwj3c8qZRo4,False,,,,Λεμεσού,,,,
Potamitissa,Ποταμίτισσα,Potamitissa,62,28,34,Lemesos,True,34.9075123,32.9897087,ChIJ-ab0miBM5xQRXb7aqDTD3cw,False,,,,Λεμεσού,,,,
Dymes,Δύμες,Dimes,165,81,84,Lemesos,True,34.91693410000001,32.9843429,ChIJ421DY4NO5xQRNzqfnMovpHQ,False,,,,Λεμεσού,,,,
Pelendri,Πελένδρι,Pelentri,1074,528,546,Lemesos,True,34.8959786,32.96608,ChIJ22ArU7ZO5xQRZWUnLXI-Zrk,False,,,,Λεμεσού,,,,
