town,greek_name,turkish_name,population,male_population,female_population,district,roc_control,lat,lon,gm_id,is_dimos,population_2006,male_population_2006,female_population_2006,subdistrict,municipality,lat_g,lon_g
Agia Anna,Αγία Άννα,Akhisar,339,170,169,Λάρνακας,True,34.9431755,33.4815517,ChIJH7l61bKf4BQRwUfZJ2eoH4A,False,,,,,,,
Mosfiloti,Μοσφιλωτή,Mosfiloti,1365,674,691,Λάρνακας,True,34.9506826,33.4287225,ChIJKZtnKTKg4BQRt_8G2KyJKXY,False,,,,,,,
Psevdas,Ψευδάς,Psevdas,1261,622,639,Λάρνακας,True,34.9512771,33.4631238,ChIJrUi_Y76f4BQRE_d3VJ-Tunc,False,,,,,,,
Pyrga  ,Πυργά  ,Çamlıbel,812,422,390,Λάρνακας,True,34.9260101,33.4313872,ChIJZ656Ad6h4BQR22S-oL-2Z8c,False,,,,,,,
Kornos,Κόρνος,Kornos,2083,1060,1023,Λάρνακας,True,34.9225644,33.3964523,ChIJO812fXyh4BQR1021AIz_ZXg,False,,,,,,,
Delikipos,Δελίκηπος,Delikipos,23,12,11,Λάρνακας,True,34.9159428,33.3620252,ChIJ8bU0kO-j4BQRgWifmidfcng,False,,,,,,,
Zygi,Ζύγι,Terazi,589,311,278,Λάρνακας,True,34.7276131,33.3349628,ChIJwd7x5Cq54BQRGVuCeaCbB4w,False,,,,,,,
Mari,Μαρί,Tatlısu,158,83,75,Λάρνακας,True,34.7414054,33.2989795,ChIJ-xCz6Fy44BQRIRYbnbHr57o,False,,,,,,,
Kalavasos,Καλαβασός,Kalavasos,737,371,366,Λάρνακας,True,34.7724293,33.2959772,ChIJLzhUjpi54BQR8E2k0IK2zt8,False,,,,,,,
Tochni,Τόχνη,Taşkent,424,208,216,Λάρνακας,True,34.7819948,33.3231306,ChIJTQuxsmG54BQRg9eC_1ufnfk,False,,,,,,,
Choirokoitia,Χοιροκoιτία,Choirokoitia,632,310,322,Λάρνακας,True,34.7966222,33.33558,ChIJlxi7bu274BQRGH-WXPSjt0A,False,,,,,,,
Psematismenos,Ψεματισμένος,Yalancıköy,271,130,141,Λάρνακας,True,34.7676625,33.3461719,ChIJAUk_cFK54BQRlvyG5SQ_B2w,False,,,,,,,
Maroni,Μαρώνι,Maroni,710,354,356,Λάρνακας,True,34.7572546,33.3573334,ChIJLaRzyba-4BQRCxyPX3rVA0A,False,,,,,,,
Agios Theodoros ,Άγιος Θεόδωρος ,Aytotoro,663,332,331,Λάρνακας,True,34.7987765,33.3836411,ChIJNbatE1e84BQR5N8OMs3CdyQ,False,,,,,,,
Skarinou,Σκαρίνου,Skarinou,393,192,201,Λάρνακας,True,34.8214575,33.3590151,ChIJtYl7yYS84BQR7nmLOUd4IzE,False,,,,,,,
Kofinou,Κοφίνου,Geçitkale,1312,721,591,Λάρνακας,True,34.8256084,33.3893174,ChIJ7cYTz9i84BQRubn919vI_vE,False,,,,,,,
Kato Levkara,Κάτω Λεύκαρα,Aşağı Lefkara,128,60,68,Λάρνακας,True,34.8633533,33.3146816,ChIJSzfsujK74BQRF0j1oYNHrHE,False,,,,,,,
Pano Levkara,Πάνω Λεύκαρα,Yukarı Lefkara,762,363,399,Λάρνακας,True,34.8673535,33.3053345,ChIJ8396qdWk4BQR0xj9CQFxJoY,False,,,,,,,
Kato Drys,Κάτω Δρυς,Kato Drys,129,60,69,Λάρνακας,True,34.8516158,33.3045466,ChIJZcWZmCC74BQRCPQ_XNGZzgU,False,,,,,,,
Vavla,Βάβλα,Vavla,52,17,35,Λάρνακας,True,34.8414268,33.2688594,ChIJ56EZrYe64BQRJXnPWokae7U,False,,,,,,,
Lageia,Λάγεια,Lageia,28,13,15,Λάρνακας,True,34.8434883,33.2475593,ChIJRaoScPWw4BQR29YZDdKPXbo,False,,,,,,,
Ora,Ορά,Ora,206,113,93,Λάρνακας,True,34.8617787,33.19513,ChIJI9U8pKCx4BQR7IOVVvKVQQ8,False,,,,,,,
Melini,Μελίνη,Melini,59,34,25,Λάρνακας,True,34.867097,33.1571512,ChIJ34G4E86z4BQR8cpHph3z8Pk,False,,,,,,,
Odou,Οδού,Odou,213,130,83,Λάρνακας,True,34.8855322,33.1507464,ChIJX0wwXzey4BQRWh3kpMom-yY,False,,,,,,,
Agioi Vavatsinias,Άγιοι Βαβατσινιάς,Agioi Vavatsinias,131,71,60,Λάρνακας,True,34.8798262,33.190932,ChIJPZudK76x4BQRWQzd01gOToQ,False,,,,,,,
Vavatsinia,Βαβατσινιά,Vavatsinia,81,42,39,Λάρνακας,True,34.8933235,33.2293042,ChIJ6clA5Niv4BQRARzjOXM8mZ8,False,,,,,,,
Lemesos,Λεμεσός,Limasol,101000,48421,52579,Λεμεσού,True,34.6786322,33.0413055,ChIJnfQCrBYz5xQRErAlcJV_qdo,True,,,,,,,
Mesa Geitonia,Μέσα Γειτονιά,Mesa Geitonia,14477,6943,7534,Λεμεσού,True,34.6982601,33.0455093,ChIJ5bZwl28z5xQRdNC5jaL0wxE,True,,,,,,,
Agios Athanasios,Άγιος Αθανάσιος,Agios Athanasios,14347,6760,7587,Λεμεσού,True,34.7109373,33.0597452,ChIJ2SQ5I5Y05xQRX_c0Fpz8_XM,True,,,,,,,
Germasogeia,Γερμασόγεια,Germasogeia,13421,6494,6927,Λεμεσού,True,34.7227518,33.0845277,ChIJAxPg8DPL4BQR0eD3XJ7Ycx8,True,,,,,,,
Pano Polemidia,Πάνω Πολεμίδια,Yukarı Binatlı,3470,1699,1771,Λεμεσού,True,34.7098925,32.99206040000001,ChIJH7C_MGAx5xQR925eH1R9PKI,False,,,,,,,
Ypsonas,Ύψωνας,Ypsonas,11117,5529,5588,Λεμεσού,True,34.6882836,32.9612103,ChIJK8qTmbYx5xQRNSuzg1f4OzU,False,,,,,,,
Kato Polemidia,Κάτω Πολεμίδια,Binatlı,22369,10903,11466,Λεμεσού,True,34.689381,33.0087394,ChIJz2jGDdIz5xQRNAOO8jJCkYY,True,,,,,,,
Palodeia,Παλόδεια,Palodia,1568,775,793,Λεμεσού,True,34.7448585,33.0057813,ChIJtX6MZD405xQRjr60iwnnPng,False,,,,,,,
Paramytha,Παραμύθα,Paramytha,569,279,290,Λεμεσού,True,34.7612191,32.9950889,ChIJ799FYSk05xQRXk_aukixDTQ,False,,,,,,,
Spitali,Σπιτάλι,Spitali,316,148,168,Λεμεσού,True,34.7634165,33.0035795,ChIJsb3gVSw05xQRX9kOcapX_JY,False,,,,,,,
Fasoula ,Φασούλα ,Fasoula,560,261,299,Λεμεσού,True,34.763803,33.0267096,ChIJsWpcwq415xQRCL2ZFG6XB0o,False,,,,,,,
Mathikoloni,Μαθικολώνη,Mathikoloni,174,85,89,Λεμεσού,True,34.7747644,33.0477977,ChIJUQyTXG815xQR25Y7hK5WoNA,False,,,,,,,
Gerasa,Γεράσα,Gerasa,69,31,38,Λεμεσού,True,34.8026925,32.9958715,ChIJlbzujPg15xQRElHZGZN4TPE,False,,,,,,,
Apsiou,Αψιού,Apsiou,208,97,111,Λεμεσού,True,34.7975112,33.0167299,ChIJpdYHAIo15xQR-DkXOL0hzKI,False,,,,,,,
Apesia,Απεσιά,Apesia,474,218,256,Λεμεσού,True,34.7888153,32.9791008,ChIJ21A9sHI25xQRTtQgq4s6xSM,False,,,,,,,
Korfi,Κορφή,Korfi,199,102,97,Λεμεσού,True,34.7943298,32.9657546,ChIJTR7YuD825xQRFzr7p5RbF8o,False,,,,,,,
Limnatis,Λιμνάτης,Limnatis,314,144,170,Λεμεσού,True,34.813109,32.9476114,ChIJcU2jqi425xQRwHJUpqdDkzU,False,,,,,,,
Kapileio,Καπηλειό,Kapilio,34,16,18,Λεμεσού,True,34.8322135,32.9579111,ChIJ5Y2X_cZJ5xQRgouXAc0V-nE,False,,,,,,,
Mouttagiaka,Μουτταγιάκα,Mutluyaka,2939,1464,1475,Λεμεσού,True,34.7207324,33.1007555,ChIJDzwj8hfL4BQRudKN74NCn5Q,False,,,,,,,
Armenochori,Αρμενοχώρι,Esenköy,218,104,114,Λεμεσού,True,34.7447112,33.1295812,ChIJbyBfsWDK4BQRJFRcsopF_VQ,False,,,,,,,
Foinikaria,Φοινικάρια,Foinikaria,339,160,179,Λεμεσού,True,34.7530522,33.0983787,ChIJb6TMksDK4BQRt1Chmg1UaD8,False,,,,,,,
Akrounta,Ακρούντα,Akrounta,455,206,249,Λεμεσού,True,34.7656682,33.0812791,ChIJ_dHSbLPK4BQRuIvKZ4oAmPs,False,,,,,,,
Agios Tychon,Άγιος Τύχων,Agios Tychon,3455,1724,1731,Λεμεσού,True,34.7258619,33.1404129,ChIJjSlst1LK4BQRN939hbnOL3Q,False,,,,,,,
Parekklisia,Παρεκκλησιά,Pareklisia,2738,1333,1405,Λεμεσού,True,34.7435844,33.1600766,ChIJM4_WJhvK4BQRb68sNoBrpSs,False,,,,,,,
Pentakomo,Πεντάκωμο,Beşevler,644,318,326,Λεμεσού,True,34.7389726,33.2411553,ChIJm-O0Bua34BQR_7XSdwLGLPA,False,,,,,,,
Monagroulli,Μοναγρούλλι,Monagroulli,536,260,276,Λεμεσού,True,34.7482813,33.2120933,ChIJE7LtXS224BQRQrCkx8NMSUo,False,,,,,,,
Moni,Μονή,Moni,622,321,301,Λεμεσού,True,34.7390692,33.2012827,ChIJYdHsmN3J4BQRkMN-vHIylZ0,False,,,,,,,
Pyrgos ,Πύργος ,Pyrgos,2363,1172,1191,Λεμεσού,True,34.7417862,33.1832043,ChIJOSIKiOTJ4BQR63b6XZ-HRVE,False,,,,,,,
Asgata,Ασγάτα,Asgata,417,208,209,Λεμεσού,True,34.7792675,33.255693,ChIJRUQO_mO34BQRXLsKlltNO_I,False,,,,,,,
Vasa Kellakiou,Βάσα Κελλακίου,Vasa,73,33,40,Λεμεσού,True,34.8039688,33.2158763,ChIJByB1fCe34BQRiC-mB_V0Vzw,False,,,,,,,
Sanida,Σανίδα,Sanida,42,21,21,Λεμεσού,True,34.8072135,33.1899321,ChIJ7VhiOL-24BQRpusi6vOAEVM,False,,,,,,,
Prastio Kellakiou,Πραστιό Κελλακίου,Prastio,103,51,52,Λεμεσού,True,34.8118472,33.142338,ChIJr7Yy-ka04BQRSVyGOVD8sLU,False,,,,,,,
Klonari,Κλωνάρι,Klonari,18,6,12,Λεμεσού,True,34.8264806,33.1813508,ChIJk4uFRa224BQRW-Wnt_1Tw9s,False,,,,,,,
Vikla,Βίκλα,Vikla,1,0,1,Λεμεσού,True,34.8272657,33.1957503,ChIJ75paljax4BQR9T39VGOtn1M,False,,,,,,,
Kellaki,Κελλάκι,Kellaki,299,148,151,Λεμεσού,True,34.8158446,33.1575597,ChIJ1TPCyBm04BQRnUc--8BIdco,False,,,,,,,
Akapnou,Ακαπνού,Akapnou,20,10,10,Λεμεσού,True,34.8393982,33.1863636,ChIJR59iTkGx4BQRLkiJ2LiT7mc,False,,,,,,,
Eptagoneia,Επταγώνεια,Eptagonia,353,172,181,Λεμεσού,True,34.8464289,33.1579238,ChIJKdSoYe-z4BQRpxrb4GGW2Ec,False,,,,,,,
Dierona,Διερώνα,Dierona,192,103,89,Λεμεσού,True,34.8296739,33.1117782,ChIJBYyHX5K04BQRC66P5waAW-A,False,,,,,,,
Arakapas,Αρακαπάς,Arakapas,307,146,161,Λεμεσού,True,34.8440054,33.1141272,ChIJtV6QLIO04BQRfoQJjN4JXAE,False,,,,,,,
Agios Pavlos,Άγιος Παύλος,Agios Pavlos,135,68,67,Λεμεσού,True,34.8626574,33.0455842,ChIJ52fmpWRL5xQRk-_-heDUo-s,False,,,,,,,
Agios Konstantinos,Άγιος Κωνσταντίνος,Agios Konstantinos,137,69,68,Λεμεσού,True,34.8674197,33.0650055,ChIJu4iywaVM5xQRKIlQa0so93I,False,,,,,,,
Sykopetra,Συκόπετρα,Sykopetra,120,60,60,Λεμεσού,True,34.8786689,33.1112506,ChIJvyJgzhqz4BQR4852_OjmwH8,False,,,,,,,
Louvaras,Λουβαράς,Louvaras,363,185,178,Λεμεσού,True,34.8348747,33.0381446,ChIJqeu4xBtL5xQRExO3ej4mtmU,False,,,,,,,
Kalo Chorio ,Καλό Χωριό ,Kalo Chorio,497,242,255,Λεμεσού,True,34.849626,33.0242499,ChIJ5aBOYqNL5xQRclvf88t9prY,False,,,,,,,
Zoopigi,Ζωοπηγή,Zoopigi,140,69,71,Λεμεσού,True,34.862776,33.0152868,ChIJa5s8l5NL5xQROW57-SErCwo,False,,,,,,,
Akrotiri,Ακρωτήρι,Akrotiri,870,427,443,Λεμεσού,True,34.6016136,32.9557945,ChIJ6eWZxecu5xQRLFt15nCJmh8,False,,,,,,,
Asomatos ,Ασώματος ,Gözügüzel,726,361,365,Λεμεσού,True,34.6379699,32.9573383,ChIJqUh6V0cu5xQR1YyC7mF1Onw,False,,,,,,,
Tserkezoi,Τσερκέζοι,Çerkez Çiflik,50,29,21,Λεμεσού,True,34.6530262,32.9904151,ChIJJyNCuAEy5xQRg51IQBoM9eo,False,,,,,,,
Trachoni ,Τραχώνι ,Kayakale,3952,1961,1991,Λεμεσού,True,34.6563694,32.9626282,ChIJ-f1kR98x5xQROXFUgSEezm0,False,,,,,,,
Kolossi,Κολόσσι,Yunus,5651,2789,2862,Λεμεσού,True,34.670786,32.9338168,ChIJueG5bSgw5xQRNslktqKIprs,False,,,,,,,
Erimi,Ερήμη,Erimi,2432,1178,1254,Λεμεσού,True,34.6818602,32.9202321,ChIJ_698wxYw5xQRu7PG16zdX6c,False,,,,,,,
Episkopi ,Επισκοπή ,Episkopi,3681,1779,1902,Λεμεσού,True,34.6704716,32.9021979,ChIJ1ygD_Ckl5xQRUZLuOB_DQZw,False,,,,,,,
Kantou,Καντού,Çanakkale,349,166,183,Λεμεσού,True,34.6906882,32.9074609,ChIJQe_OVgww5xQRuJYJAqBKZB8,False,,,,,,,
Sotira ,Σωτήρα ,Sotira,143,72,71,Λεμεσού,True,34.7112765,32.8621753,ChIJvRDXxuU65xQR4EjH7_5-Kno,False,,,,,,,
Prastio,Πραστιό,Çeliktaş,245,106,139,Λεμεσού,True,34.729241,32.7788665,ChIJF5mNbsI85xQRJyTbO7PZC08,False,,,,,,,
Paramali,Παραμάλι,Çayönü,220,110,110,Λεμεσού,True,34.6763581,32.7926458,ChIJe0mFHlsj5xQRm5OdfaDLKoM,False,,,,,,,
Aydimou,Αυδήμου,Düzkaya,535,259,276,Λεμεσού,True,34.6926313,32.7631264,ChIJpR48uR4j5xQRyWISjhtSmfs,False,,,,,,,
Platanisteia,Πλατανίστεια,Çamlıca,45,22,23,Λεμεσού,True,34.7121681,32.7102032,ChIJYbRXPHMY5xQRpz2K5kvehLg,False,,,,,,,
Agios Thomas,Άγιος Θωμάς,Mersinlik,50,23,27,Λεμεσού,True,34.7158993,32.7256983,ChIJdXY5zKUi5xQRI6gnoftDLfg,False,,,,,,,
Alektora,Αλέκτορα,Gökağaç,64,36,28,Λεμεσού,True,34.7089706,32.683038,ChIJ6eLiVlAY5xQR7pYj8N5HG7Y,False,,,,,,,
Anogyra,Ανώγυρα,Taşlıca,301,141,160,Λεμεσού,True,34.7392189,32.7335508,ChIJ_28yy0U95xQRFxogS2Jr2NQ,False,,,,,,,
Pissouri,Πισσούρι,Pissouri,1819,922,897,Λεμεσού,True,34.6767071,32.6992551,ChIJkeMF4bkY5xQRVGlhXfJXzkI,False,,,,,,,
Souni-Zanakia,Σούνι-Ζανακιά,Souni-Zanakia,837,420,417,Λεμεσού,True,34.7382364,32.8821021,ChIJVWGyTBM65xQRnYXWfrtfAT8,False,,,,,,,
Alassa,Άλασσα,Alassa,282,132,150,Λεμεσού,True,34.7625613,32.9290054,ChIJzzIN3D035xQR8GNXMHyn6hM,False,,,,,,,
Kato Kivides,Κάτω Κιβίδες,Yukarı Alsandık,5,3,2,Λεμεσού,True,34.7645768,32.8632719,ChIJvWabGig65xQRdemPdxYfsVE,False,,,,,,,
Pano Kivides,Πάνω Κιβίδες,Pano Kivides,707,352,355,Λεμεσού,True,34.7586387,32.8527046,ChIJfXCnXTI65xQRquu0BWh9nes,False,,,,,,,
Agios Amvrosios ,Άγιος Αμβρόσιος ,Agios Amvrosios,323,149,174,Λεμεσού,True,34.7809352,32.8266361,ChIJq0vTJlw55xQRM2VfaLpJJ_8,False,,,,,,,
Agios Therapon,Άγιος Θεράπων,Agios Therapon,125,57,68,Λεμεσού,True,34.7976533,32.8400793,ChIJ45thnxE55xQRIvG0UVoEbO4,False,,,,,,,
Lofou,Λόφου,Lofou,46,25,21,Λεμεσού,True,34.8141177,32.8749029,ChIJw5UYTUc45xQRVhfme_rI6E0,False,,,,,,,
Pachna,Πάχνα,Pahna,865,420,445,Λεμεσού,True,34.7781308,32.79443850000001,ChIJ5xLz3hs85xQRprjI-h6Pr1U,False,,,,,,,
Agios Georgios ,Άγιος Γεώργιος ,Agios Georgios,111,54,57,Λεμεσού,True,34.8151304,32.8984644,ChIJ39dqlvU35xQRheUT2ASw99s,False,,,,,,,
Doros,Δωρός,Dhoros,135,56,79,Λεμεσού,True,34.816113,32.9101584,ChIJ4_Ixau435xQRWPV1gwR47j4,False,,,,,,,
Laneia,Λάνεια,Laneia,281,142,139,Λεμεσού,True,34.8242267,32.9208191,ChIJQT0ufOA35xQRR1w6MISIWIE,False,,,,,,,
Silikou,Σιλίκου,Silifke,137,61,76,Λεμεσού,True,34.8324613,32.8901075,ChIJDcY8bQY45xQRVqbE1wh3l0E,False,,,,,,,
Monagri,Μονάγρι,Monagri,175,72,103,Λεμεσού,True,34.8092578,32.9109593,ChIJZWZpo5I35xQRrLnRX5hBgEM,False,,,,,,,
Trimiklini,Τριμήκληνη,Trimiklini,307,142,165,Λεμεσού,True,34.8484869,32.911182,ChIJWcI69BJI5xQRaYWbowhmvYU,False,,,,,,,
Agios Mamas,Άγιος Μάμας,Agios Mamas,114,40,74,Λεμεσού,True,34.8511033,32.9487543,ChIJVcK2h65J5xQRQ7WIyzbr2lw,False,,,,,,,
Kouka,Κουκά,Kouka,27,14,13,Λεμεσού,True,34.8516033,32.8870972,ChIJ5R2KXe9H5xQR-wcv5GLgllY,False,,,,,,,
Moniatis,Μονιάτης,Moniatis,275,126,149,Λεμεσού,True,34.868825,32.897145,ChIJ94_W3tVH5xQR2klKftimnYI,False,,,,,,,
Dora,Δωρά,Dora,145,68,77,Λεμεσού,True,34.7816186,32.7378222,ChIJkTkZB5U95xQRbrcooqyNUVY,False,,,,,,,
Arsos ,Άρσος ,Arsos,202,86,116,Λεμεσού,True,34.8410556,32.7692686,ChIJJylx4QU_5xQRRI8m6gAyZlk,False,,,,,,,
Kissousa,Κισσούσα,Kissousa,6,3,3,Λεμεσού,True,34.8101445,32.7935055,ChIJq8Arw8U-5xQRmT9HyViUIls,False,,,,,,,
Malia,Μαλιά,Bağlarbaşı,64,32,32,Λεμεσού,True,34.8168712,32.78317090000001,ChIJq7CVBuk-5xQRANPn0t2s0ko,False,,,,,,,
Vasa Koilaniou,Βάσα Κοιλανίου,Vasa,163,82,81,Λεμεσού,True,34.8331824,32.7925858,ChIJbf6siSM_5xQRmwZG3WfNJOw,False,,,,,,,
Vouni,Βουνί,Vouni,149,72,77,Λεμεσού,True,34.8230959,32.83388360000001,ChIJbeyEgug45xQRfYtVxp6mXBg,False,,,,,,,
Pera Pedi,Πέρα Πεδί,Pera Pedi,120,59,61,Λεμεσού,True,34.8591819,32.8786132,ChIJ8dK1UpVH5xQRgVCzGGjYKNg,False,,,,,,,
Mandria ,Μανδριά ,Mandria,107,50,57,Λεμεσού,True,34.8700469,32.8326114,ChIJsczvEGpH5xQRsciiwD-fDzQ,False,,,,,,,
Potamiou,Ποταμιού,Potamiou,36,14,22,Λεμεσού,True,34.8236864,32.8067249,ChIJeQbo5io_5xQRyjP-Im3WwFQ,False,,,,,,,
Omodos,Όμοδος,Omodos,322,148,174,Λεμεσού,True,34.8489219,32.8077875,ChIJB0OIhbY45xQRE293wO2Hwf4,False,,,,,,,
Koilani,Κοιλάνι,Ceylan,216,91,125,Λεμεσού,True,34.8437635,32.8609064,ChIJhd31o3g45xQRE_4SN_PzuCQ,False,,,,,,,
Agios Dimitrios,Άγιος Δημήτριος,Agios Dimitrios,54,15,39,Λεμεσού,True,34.9255557,32.8093553,ChIJz5f9BLNG5xQRXjdT6alLsgc,False,,,,,,,
Palaiomylos,Παλαιόμυλος,Palaiomylos,20,7,13,Λεμεσού,True,34.9346806,32.8208957,ChIJid3UiadG5xQR-al7SsUWBR8,False,,,,,,,
Prodromos,Πρόδρομος,Prodromos,123,53,70,Λεμεσού,True,34.949966,32.8326008,ChIJNy2YCD5E5xQRTvdLWFnP_Hw,False,,,,,,,
Kaminaria,Καμινάρια,Kaminaria,44,19,25,Λεμεσού,True,34.9279581,32.7837628,ChIJc0za3WpB5xQRMkSc9nmRX8Y,False,,,,,,,
Treis Elies,Τρεις Ελιές,Treis Elies,25,11,14,Λεμεσού,True,34.9328386,32.793992,ChIJRcJv9kRB5xQRWVsHL0aBO28,False,,,,,,,
Lemithou,Λεμίθου,Lemithou,88,38,50,Λεμεσού,True,34.9510501,32.8138436,ChIJO9l4_ghE5xQRChbfMTkv9I0,False,,,,,,,
Kato Platres ,Κάτω Πλάτρες ,Kato Platres,148,68,80,Λεμεσού,True,34.8797205,32.8420213,ChIJ1ex5RVJG5xQR3HwwGL-Vmr8,False,,,,,,,
Pano Platres,Πάνω Πλάτρες,Pano Platres,239,109,130,Λεμεσού,True,34.8880353,32.8643444,ChIJd91UiFNG5xQR6uDkdxHwdfw,False,,,,,,,
Foini,Φοινί,Foini,391,173,218,Λεμεσού,True,34.8938825,32.8365745,ChIJ-ZRJLhhH5xQRrZEXVSNhXf8,False,,,,,,,
Amiantos,Αμίαντος,Kato Amiantos,228,114,114,Λεμεσού,True,34.9173137,32.9370119,ChIJZUQhuyNP5xQRDapaPe7QmAo,False,,,,,,,
Agios Theodoros ,Άγιος Θεόδωρος ,Agios Theodoros,65,31,34,Λεμεσού,True,34.8937915,33.0331615,ChIJ98ixdF9M5xQRbWAG0WLJjHM,False,,,,,,,
Agios Ioannis ,Άγιος Ιωάννης ,Agios Ioannis,339,166,173,Λεμεσού,True,34.6776126,33.0183948,ChIJ9cBYJLMz5xQREOPo955awT8,False,,,,,,,
Kato Mylos,Κάτω Μύλος,Kato Milos,50,23,27,Λεμεσού,True,34.8946913,33.006335,ChIJp6J9rBZM5xQRiwj3c8qZRo4,False,,,,,,,
Potamitissa,Ποταμίτισσα,Potamitissa,62,28,34,Λεμεσού,True,34.9075123,32.9897087,ChIJ-ab0miBM5xQRXb7aqDTD3cw,False,,,,,,,
Dymes,Δύμες,Dimes,165,81,84,Λεμεσού,True,34.91693410000001,32.9843429,ChIJ421DY4NO5xQRNzqfnMovpHQ,False,,,,,,,
Pelendri,Πελένδρι,Pelentri,1074,528,546,Λεμεσού,True,34.8959786,32.96608,ChIJ22ArU7ZO5xQRZWUnLXI-Zrk,False,,,,,,,
Agros,Αγρός,Agros,806,403,403,Λεμεσού,True,34.9173092,33.0177292,ChIJl1i6aLNN5xQRXSMdn60B0XM,False,,,,,,,
Agridia,Αγρίδια,Agridia,104,48,56,Λεμεσού,True,34.9300599,33.0029056,ChIJH1hYNdFN5xQRoOptQYRxT1A,False,,,,,,,
Chandria,Χανδριά,Chandria,162,75,87,Λεμεσού,True,34.9443393,32.9943517,ChIJVRe0suBN5xQRyI2W6ijfpbI,False,,,,,,,
Kyperounta,Κυπερούντα,Kyperounta,1516,737,779,Λεμεσού,True,34.9413934,32.9680834,ChIJp76a9WhO5xQRwJxKh7-B0zA,False,,,,,,,
Pafos,Πάφος,Baf,32892,16204,16688,Πάφου,True,34.77539489999999,32.4217786,ChIJyeIt9GMG5xQR57X0UP_9BWw,True,,,,,,,
Geroskipou,Γεροσκήπου,Yeroskipou,7878,3904,3974,Πάφου,True,34.7600248,32.4533949,ChIJbzlG2MoF5xQR9O7Y185u2jk,True,,,,,,,
Konia,Κονιά,Konya,2209,1094,1115,Πάφου,True,34.7851789,32.4588099,ChIJtRwKUsMF5xQRDpzhGp8A9E8,False,,,,,,,
Agia Marinouda,Αγία Μαρινούδα,Agia Marinouda,266,139,127,Πάφου,True,34.7599385,32.475741,ChIJtYyTBEsE5xQRMnTU5zh96no,False,,,,,,,
Acheleia,Αχέλεια,Akhelia,145,78,67,Πάφου,True,34.7385788,32.4851825,ChIJnRRCMmcE5xQRAsNZOxTU8BA,False,,,,,,,
Chlorakas,Χλώρακας,Chloraka,5356,2673,2683,Πάφου,True,34.7988017,32.4084312,ChIJvwDEokkG5xQRSkeJ6_AmTIA,False,,,,,,,
Lempa,Λέμπα,Lempa,506,235,271,Πάφου,True,34.8085959,32.4084564,ChIJwz8OHjMG5xQRPEnzDRUH8ZQ,False,,,,,,,
Empa,Έμπα,Emba,4855,2454,2401,Πάφου,True,34.8099351,32.4230508,ChIJTZqpaEcG5xQRMn3unzGrtOs,False,,,,,,,
Tremithousa,Τρεμιθούσα,Tremithousa,1041,528,513,Πάφου,True,34.8170284,32.4460164,ChIJ5eKHTVMP5xQRUmm-VKdtRBo,False,,,,,,,
Mesa Chorio,Μέσα Χωριό,Mesa Chorio,586,297,289,Πάφου,True,34.8090289,32.4616974,ChIJy1Aa91gP5xQRokyWZuXRyuE,False,,,,,,,
Mesogi,Μεσόγη,Mesogi,1689,834,855,Πάφου,True,34.8153325,32.4543097,ChIJ-bbs31AP5xQRHcHUbW7GcBY,False,,,,,,,
Tala,Τάλα,Tala,2695,1315,1380,Πάφου,True,34.8388506,32.4348263,ChIJW6TwGZEI5xQRlcBdsQ5fTKE,False,,,,,,,
Kissonerga,Κισσόνεργα,Kissonerga,2004,993,1011,Πάφου,True,34.8232973,32.4019769,ChIJSxBYldIH5xQRpoZgyX847k4,False,,,,,,,
Kouklia ,Κούκλια ,Sakarya,892,432,460,Πάφου,True,34.7085717,32.5767309,ChIJk20cuJ0b5xQRMFs9Wnn01T8,False,,,,,,,
Mandria ,Μανδριά ,Yeşilova,893,456,437,Πάφου,True,34.7154419,32.5323996,ChIJK5MBRa8E5xQRUfERenhNlqc,False,,,,,,,
Nikokleia,Νικόκλεια,Nikokleia,121,52,69,Πάφου,True,34.7301801,32.5758216,ChIJC-93fgQb5xQRfyUy_MzKxbM,False,,,,,,,
Souskiou,Σουσκιού,Susuz,10,7,3,Πάφου,True,34.7332478,32.6024302,ChIJ60MyVEga5xQRyGEhDmES0pI,False,,,,,,,
Timi,Τίμη,Ovalık,1220,603,617,Πάφου,True,34.731714,32.5165011,ChIJ83FqBcAE5xQRaUnN7QIKy4A,False,,,,,,,
Agia Varvara ,Αγία Βαρβάρα ,Engindere,172,86,86,Πάφου,True,34.7520911,32.5105131,ChIJ1YF8V-AE5xQRdzv0vUQXHVM,False,,,,,,,
Anarita,Αναρίτα,Anarita,876,423,453,Πάφου,True,34.7404252,32.5335875,ChIJWXcqntME5xQRbEdonUVRVmw,False,,,,,,,
Marathounta,Μαραθούντα,Marathounta,309,154,155,Πάφου,True,34.7911516,32.4879837,ChIJw9Ird4MF5xQRXScC52eENXo,False,,,,,,,
Armou,Άρμου,Armou,600,291,309,Πάφου,True,34.7993207,32.4800409,ChIJLcvk94gF5xQRiTZHtDboeCE,False,,,,,,,
Episkopi ,Επισκοπή ,Piskobu,220,103,117,Πάφου,True,34.7913403,32.5224084,ChIJdzAt4e0P5xQR7pJM7WQZunE,False,,,,,,,
Nata,Νατά,Nata,181,90,91,Πάφου,True,34.781723,32.5664662,ChIJbQn3E5oa5xQRU-Ys7i3FVHc,False,,,,,,,
Choletria,Χολέτρια,Choletria,264,129,135,Πάφου,True,34.7637137,32.5989955,ChIJ689YJnQa5xQRZFCJcbCoCZo,False,,,,,,,
