town,greek_name,turkish_name,population,male_population,female_population,district,roc_control,lat,lon,gm_id,is_dimos,population_2006,male_population_2006,female_population_2006,subdistrict,municipality,lat_g,lon_g
Axylou,Αξύλου,Aksulu,61,31,30,Πάφου,True,34.8057785,32.563136,ChIJ6XJuHkYQ5xQR8RXEsx3gSDw,False,,,,,,,
Eledio,Ελεδιό,Eledio,44,21,23,Πάφου,True,34.8092298,32.568433,ChIJudT3mk4Q5xQRKVuk167MSt8,False,,,,,,,
Tsada,Τσάδα,Tsada,1043,500,543,Πάφου,True,34.8386369,32.4748826,ChIJeY9izQMP5xQROCzzUaPchWc,False,,,,,,,
Koili,Κοίλη,Koili,466,235,231,Πάφου,True,34.8602383,32.4547343,ChIJ1cpnTM4O5xQRMi1P3Uvb0rk,False,,,,,,,
Stroumpi,Στρουμπί,Stroumpi,540,269,271,Πάφου,True,34.8839902,32.4825424,ChIJRQI13igM5xQRSZWIkuTg6Lg,False,,,,,,,
Polemi,Πολέμι,Polemi,848,408,440,Πάφου,True,34.8857342,32.5076477,ChIJDxA4-sMN5xQR3SoT4DATcpk,False,,,,,,,
Kallepeia,Καλλέπεια,Kallepia,326,152,174,Πάφου,True,34.8461805,32.5006167,ChIJ4a2pZloO5xQRquJIbzTeAmk,False,,,,,,,
Letymvou,Λετύμβου,Letymvou,249,120,129,Πάφου,True,34.856678,32.5134516,ChIJ90LWWGsO5xQR4uG9i4BNJRg,False,,,,,,,
Kourdaka,Κούρδακα,Kurtağa,7,4,3,Πάφου,True,34.8508634,32.532419,ChIJT6gGPhwO5xQR9-Rpd12Opyw,False,,,,,,,
Lemona,Λεμώνα,Lemona,51,25,26,Πάφου,True,34.861236,32.5580041,ChIJ8Rsu2BgS5xQRlgQfQvbR-Sg,False,,,,,,,
Choulou,Χούλου,Choulou,147,59,88,Πάφου,True,34.8718331,32.5573602,ChIJHXvfZhYS5xQRKauPEPwFt58,False,,,,,,,
Akoursos,Ακουρσός,Akarsu,22,14,8,Πάφου,True,34.8869001,32.4214343,ChIJ_7gnTGgJ5xQRUQ-eUemddKs,False,,,,,,,
Kathikas,Κάθικας,Kathikas,438,222,216,Πάφου,True,34.9127034,32.4255259,ChIJxf1xV-4L5xQRVBf1HXh0pvg,False,,,,,,,
Pegeia,Πέγεια,Peyia,3953,1969,1984,Πάφου,True,34.8833497,32.3874598,ChIJ43dQmoOn5xQRPJ9JRPjv-8s,True,,,,,,,
Pano Archimandrita,Πάνω Aρχιμανδρίτα,Archimandrita,43,19,24,Πάφου,True,34.7508805,32.678098,ChIJu1Dba4MX5xQR9aLrIfiRheU,False,,,,,,,
Fasoula ,Φασούλα ,Fasoula,56,31,25,Πάφου,True,34.7605476,32.6261529,ChIJwSBvpKsQ5xQRxNBde6URxnc,False,,,,,,,
Mousere,Μούσερε,Musere,2,1,1,Πάφου,True,34.7706678,32.7153863,ChIJQR7wLisW5xQRmlZUm1L6qEI,False,,,,,,,
Mamonia,Μαμώνια,Mamonia,51,23,28,Πάφου,True,34.7707116,32.637913,ChIJw9fiKk8X5xQRYgr96FRmGU8,False,,,,,,,
Agios Georgios ,Άγιος Γεώργιος ,Kavaklı,101,57,44,Πάφου,True,34.7785071,32.6506835,ChIJV7HvzxcX5xQRJMoYKsfk5Lo,False,,,,,,,
Stavrokonnou,Σταυροκόννου,Aydoğan,56,28,28,Πάφου,True,34.7851907,32.6205557,ChIJi96-Kc8Q5xQRbhm7CZPyqLE,False,,,,,,,
Prastio ,Πραστιό ,Yuvalı,8,3,5,Πάφου,True,34.7864199,32.6975277,ChIJEeI5PjgW5xQRGQpzlIxmEes,False,,,,,,,
Trachypedoula,Τραχυπέδουλα,Trachypedoula,64,27,37,Πάφου,True,34.8005436,32.67903,ChIJCxo-CV4W5xQRKb2XiNVC38s,False,,,,,,,
Kelokedara,Κελοκέδαρα,Kelokedara,193,78,115,Πάφου,True,34.812669,32.651683,ChIJRRJohJUW5xQRp7J7y7dez_Y,False,,,,,,,
Salamiou,Σαλαμιού,Salamiou,265,131,134,Πάφου,True,34.8402408,32.68935340000001,ChIJWWaNWLAV5xQRTSG0zu3fdVI,False,,,,,,,
Kidasi,Κιδάσι,Ceyhan,11,6,5,Πάφου,True,34.8074659,32.7129631,ChIJ9Q0jNwEW5xQRZ8ZyQTgbgck,False,,,,,,,
Kedares,Κέδαρες,Çığır,80,35,45,Πάφου,True,34.8363418,32.7363927,ChIJKYObJDc-5xQRxlGUfM1M5Lw,False,,,,,,,
Mesana,Μέσανα,Mesana,31,12,19,Πάφου,True,34.8486304,32.7065946,ChIJqQRe0ZwV5xQRIAknJL03eLQ,False,,,,,,,
Praitori,Πραιτώρι,Praitori,23,10,13,Πάφου,True,34.8484702,32.7450064,ChIJI6F7PLc_5xQRVNUU4Fnaby0,False,,,,,,,
Filousa ,Φιλούσα ,Philousa Kelokedharon,17,7,10,Πάφου,True,34.8519845,32.7429059,ChIJ89hDN7g_5xQRHvC1Zd1cJ84,False,,,,,,,
Arminou,Αρμίνου,Arminou,24,7,17,Πάφου,True,34.8618628,32.7205644,ChIJ9RiOwdg_5xQROLkt-VkQK_o,False,,,,,,,
Agios Nikolaos ,Άγιος Νικόλαος ,Esentepe,61,30,31,Πάφου,True,34.8610893,32.7538382,ChIJJ_NNz5k_5xQR3nvpc8xSx1M,False,,,,,,,
Agios Ioannis ,Άγιος Ιωάννης ,Aydın,29,12,17,Πάφου,True,34.8680543,32.6913444,ChIJzyEZORIV5xQRCZMLuk8q3nA,False,,,,,,,
Amargeti,Αμαργέτη,Amargeti,209,83,126,Πάφου,True,34.8243445,32.5819849,ChIJ7VUdgaER5xQRp92UkMfzT1s,False,,,,,,,
Agia Marina ,Αγία Μαρίνα ,Agia Marina,37,15,22,Πάφου,True,34.8286879,32.6143271,ChIJBeVoF0UR5xQR0Fg4DxRXyLY,False,,,,,,,
Pentalia,Πενταλιά,Pentalia,63,31,32,Πάφου,True,34.8557334,32.6205763,ChIJkQpYp_MT5xQRMfBBMZ-ttyU,False,,,,,,,
Faleia,Φάλεια,Gökçebel,2,2,0,Πάφου,True,34.8598345,32.5892388,ChIJj37GZc4T5xQR3Wcb0rOIyQA,False,,,,,,,
Galataria,Γαλαταριά,Yoğurtçular,56,26,30,Πάφου,True,34.8767607,32.6315142,ChIJv_x8HoEU5xQRlQLAe8yfaP8,False,,,,,,,
Koilineia,Κοιλίνεια,Koilineia,39,17,22,Πάφου,True,34.8838038,32.6311071,ChIJE5gvFIMU5xQROW-KrTBrlN0,False,,,,,,,
Vretsia,Βρέτσια,Dağaşan,1,1,0,Πάφου,True,34.8919505,32.6584646,ChIJi-GPksMU5xQRQAxPJLdfSl4,False,,,,,,,
Statos-Agios Fotios,Στατός-Άγιος Φώτιος,Statos,243,106,137,Πάφου,True,34.8908714,32.6100276,ChIJb_gB9m0T5xQRBUiMwyox43s,False,,,,,,,
Mamountali,Μαμούνταλη,Soğucak,18,10,8,Πάφου,True,34.9182126,32.6185085,ChIJh4DYu1IT5xQRshEWw5AhtHk,False,,,,,,,
Pano Panagia,Πάνω Παναγιά,Pano Panagia,481,234,247,Πάφου,True,34.9183849,32.6312675,ChIJf9rKwU1r5xQRyU-Ox8F7sxE,False,,,,,,,
Asprogia,Ασπρογιά,Aktepe,60,31,29,Πάφου,True,34.9234331,32.6146158,ChIJgVGdZbJs5xQRcZ2fCcOPj_A,False,,,,,,,
Psathi,Ψάθι,Psathi,110,55,55,Πάφου,True,34.8991387,32.5319407,ChIJR3HTRoQN5xQRacgN5RQQev8,False,,,,,,,
Agios Dimitrianos,Άγιος Δημητριανός,Agios Dimitrianos,91,42,49,Πάφου,True,34.9059984,32.5491193,ChIJnV8KDI8S5xQR2BS5dzoY-OI,False,,,,,,,
Kannaviou,Κανναβιού,Kannaviou,175,87,88,Πάφου,True,34.9143807,32.5736517,ChIJ8f4S4twS5xQRp6lhuuvb368,False,,,,,,,
Thrinia,Θρινιά,Thrinia,55,27,28,Πάφου,True,34.9155537,32.5292338,ChIJTU8OJWUN5xQRxqPxal6ZthY,False,,,,,,,
Milia ,Μηλιά ,Milia,14,7,7,Πάφου,True,34.9199155,32.5406498,ChIJyZlJr58S5xQRJtX1Dd71t7k,False,,,,,,,
Kritou Marottou,Κρίτου Μαρόττου,Kritou Marottou,85,46,39,Πάφου,True,34.9264302,32.5627575,ChIJ90imWcgS5xQRM_YxAlrtldY,False,,,,,,,
Fyti,Φύτη,Fyti,150,74,76,Πάφου,True,34.9287321,32.5437806,ChIJVbGq9LES5xQRO6msXd1mRSk,False,,,,,,,
Lasa,Λάσα,Lasa,67,22,45,Πάφου,True,34.9247093,32.5264217,ChIJQWFljWcN5xQRwVSi8jpgL7A,False,,,,,,,
Drymou,Δρύμου,Drymou,110,52,58,Πάφου,True,34.9249699,32.5138505,ChIJQSFGoBQN5xQRigiQCA3XB_c,False,,,,,,,
Simou,Σίμου,Simou,185,90,95,Πάφου,True,34.9413377,32.5043632,ChIJo8j2vToN5xQRaRikXzmbvTI,False,,,,,,,
Anadiou,Αναδιού,Görmeli,17,9,8,Πάφου,True,34.9441646,32.5655461,ChIJ96o4Jzpt5xQRLt2jTjPcLEs,False,,,,,,,
Sarama,Σαραμά,Kuşluca,2,2,0,Πάφου,True,34.9564109,32.5293492,ChIJPf0Jd6Vy5xQRp1LucKssDoE,False,,,,,,,
Eyretou,Ευρέτου,Dereboyu,3,1,2,Πάφου,True,34.9608642,32.4851742,ChIJt23K4ixz5xQRYVdiqtNAKaQ,False,,,,,,,
Filousa ,Φιλούσα ,Filousa,31,12,19,Πάφου,True,34.9736336,32.5039406,ChIJj_nQYOhy5xQR6-XABiwIfYU,False,,,,,,,
Meladeia,Μελάδεια,Malatya,17,9,8,Πάφου,True,34.9882599,32.5059663,ChIJCRuV8PZy5xQRPtHDBTy1Jsc,False,,,,,,,
Melandra,Μελάνδρα,Beşiktepe,2,2,0,Πάφου,True,34.9891662,32.5252841,ChIJ89aZOGNy5xQRn5pWUfjFWZ0,False,,,,,,,
Lysos,Λυσός,Lysos,205,95,110,Πάφου,True,34.9950847,32.5118457,ChIJSRkPNVxy5xQR6nPsiq1GRVM,False,,,,,,,
Peristerona ,Περιστερώνα ,Peristerona,302,151,151,Πάφου,True,34.9903928,32.4894814,ChIJh2MszQNz5xQRwiUss6zz4Ps,False,,,,,,,
Theletra,Θελέτρα,Theletra,269,130,139,Πάφου,True,34.9097587,32.4506238,ChIJnQdyb3UM5xQREWoBx9hxa_w,False,,,,,,,
Giolou,Γιόλου,Giolou,762,371,391,Πάφου,True,34.9220437,32.4773453,ChIJXeES2_UM5xQRdlM9Zse4O3U,False,,,,,,,
Pano Akourdaleia,Πάνω Ακουρδάλεια,Yukarı Kardali,44,18,26,Πάφου,True,34.9418405,32.4442421,ChIJAdgmTqEM5xQR7drKQFX2_sM,False,,,,,,,
Miliou,Μηλιού,Milia,89,41,48,Πάφου,True,34.9199155,32.5406498,ChIJyZlJr58S5xQRJtX1Dd71t7k,False,,,,,,,
Kato Akourdaleia,Κάτω Ακουρδάλεια,Aşağı Kardali,65,29,36,Πάφου,True,34.9525454,32.4510228,ChIJAdgmTqEM5xQRKye1GFrMOjk,False,,,,,,,
Tera,Τέρα,Çakırlar,36,16,20,Πάφου,True,34.9665212,32.4252917,ChIJy74U_0cL5xQR4vgrxQbKHFo,False,,,,,,,
Kritou Tera,Κρίτου Τέρα,Kritou Tera,86,36,50,Πάφου,True,34.9563636,32.4221575,ChIJradWFhUL5xQRdO494BYHcRY,False,,,,,,,
Skoulli,Σκούλλη,Skoulli,65,29,36,Πάφου,True,34.9805895,32.4511485,ChIJvYg4015z5xQRs9hM8NBQo1c,False,,,,,,,
Choli,Χόλη,Choli,83,42,41,Πάφου,True,34.9798091,32.4432561,ChIJQxX9Dqh05xQRE-ZA787HjjI,False,,,,,,,
Loukrounou,Λουκρούνου,Olukönü,4,2,2,Πάφου,True,34.9525261,32.4643859,ChIJOyE2m7kM5xQR7Zz06XYIf6g,False,,,,,,,
Karamoullides,Καραμούλληδες,Karamulla,33,17,16,Πάφου,True,34.9974219,32.4460161,ChIJ48bvnZ105xQRVTqRxje6KG4,False,,,,,,,
Chrysochou,Χρυσοχού,Altıncık,132,61,71,Πάφου,True,35.0028267,32.4415719,ChIJ1eJGl4R05xQRO5RlngWFrjo,False,,,,,,,
Polis ,Πόλις ,Polis Crysochous,2018,1028,990,Πάφου,True,35.0339441,32.4253751,ChIJG4zmlxR05xQR7lc0vj1h-YQ,True,,,,,,,
Neo Chorio ,Νέο Χωριό ,Neo Chorio,519,248,271,Πάφου,True,35.0262351,32.3649403,ChIJea2hkHl15xQRUNiWWiso9y4,False,,,,,,,
Goudi,Γουδί,Goudi,204,96,108,Πάφου,True,34.9917688,32.4422174,ChIJl1_l_6F05xQRPeYa8V0qi6U,False,,,,,,,
Kato Arodes,Κάτω Αρόδες,Aşağı Kalkanlı,39,18,21,Πάφου,True,34.9402845,32.402483,ChIJ-XNtIKsL5xQRcNp9NnY3k4Y,False,,,,,,,
Pano Arodes,Πάνω Αρόδες,Yukarı Kalkanlı,135,63,72,Πάφου,True,34.9365816,32.4084331,ChIJOXmOpa4L5xQRz8u8YCVxJuI,False,,,,,,,
'Ineia,'Ινεια,Ineia,385,204,181,Πάφου,True,34.9560179,32.3929482,ChIJqXomLvsK5xQR5cJF_z1rsus,False,,,,,,,
Drouseia,Δρούσεια,Drouseia,405,205,200,Πάφου,True,34.9627965,32.3975751,ChIJ-7zq4-AK5xQR2vKa6C0aBNo,False,,,,,,,
Androlikou,Ανδρολίκου,Gündoğdu,34,23,11,Πάφου,True,34.9986703,32.3816437,ChIJBQr6njd15xQRjubkMrKBafM,False,,,,,,,
Pelathousa,Πελαθούσα,Karaağaç,57,29,28,Πάφου,True,35.0274576,32.4755946,ChIJBcAgfsRz5xQRvTz55AITJ5Q,False,,,,,,,
Kynousa,Κυνούσα,Kynousa,71,33,38,Πάφου,True,35.0322713,32.5072741,ChIJ7TLMHIlx5xQRHYZZF9C0fvU,False,,,,,,,
Makounta,Μακούντα,Yakacık,116,68,48,Πάφου,True,35.050278,32.4862995,ChIJD-_WTnFx5xQRKOc-Jl7jBzo,False,,,,,,,
Argaka,Αργάκα,Argaka,1078,556,522,Πάφου,True,35.0656694,32.4890747,ChIJ6dyG7gdx5xQRGTa8bXJr5_Y,False,,,,,,,
Gialia,Γιαλιά,Yayla,202,103,99,Πάφου,True,35.0959515,32.532579,ChIJI9tyTRBw5xQR108fBLVy6pI,False,,,,,,,
Agia Marina ,Αγία Μαρίνα ,Agia Marina Chrysochous,647,312,335,Πάφου,True,35.119776,32.5132347,ChIJuUSLnLx65xQRhYWEs0TSmAI,False,,,,,,,
Nea Dimmata,Νέα Δήμματα,Nea Dimmata,50,26,24,Πάφου,True,35.1352796,32.5216363,ChIJz_RAJdt65xQRoe5ziti3GrU,False,,,,,,,
Pomos,Πομός,Pomos,448,233,215,Πάφου,True,35.1611706,32.5455055,ChIJ6SZ72sVk5xQR4oQyXLzAHi8,False,,,,,,,
Steni,Στενή,Steni,173,79,94,Πάφου,True,34.9982246,32.4718991,ChIJZ9pLEAtz5xQRKbn9mOItHS8,False,,,,,,,
Rizokarpaso,Ριζοκάρπασο,Di̇pkarpaz,2016,1007,1009,İskele,False,35.5977395,34.3806708,ChIJFdx3t2tn3xQRInHdNFtCOCg,False,1935.0,968.0,967.0,Yeni,Dipkarpaz,35.6176824,34.4087307
Karavostasi,Καραβοστάσι,Gemi̇konağı,2075,1318,757,Güzelyurt,False,35.1388366,32.8346117,ChIJw1gDZOdY5xQRzgnyO-yf0b4,False,1498.0,854.0,644.0,Lefke,Lefke,35.142762,32.8112705
Morfou,Μόρφου,Güzelyurt,7251,3619,3632,Güzelyurt,False,35.1985518,32.9934993,ChIJfz7P_1H53RQRmbROZQ0T7bg,False,7627.0,3885.0,3742.0,Güzelyurt,Güzelyurt,35.2123165,32.9775675
Lapithos,Λάπηθος,Lapta,5748,2959,2789,Girne,False,35.3409121,33.175342,ChIJSfTuTocM3hQRNbYv5mkqRUM,False,5658.0,3151.0,2507.0,Girne,Lapta,35.3364082,33.1632665
Dikomo,Δίκωμο,Di̇kmen,3969,2131,1838,Girne,False,35.2677,33.3252,ChIJf0s8-cAT3hQRY6tDs7XxiJg,False,2605.0,1464.0,1141.0,Girne,Dikmen,35.266918,33.3277003
Karavas,Καραβάς,Alsancak,5595,2948,2647,Girne,False,35.3431715,33.1956124,ChIJfZOGfvIM3hQRkYt4GUYmTbo,False,4638.0,2577.0,2061.0,Girne,Alsancak,35.3420796,33.2082318
Keryneia,Κερύνεια,Gi̇rne,21319,11403,9916,Girne,False,35.3351,33.3193,ChIJKS2WH74N3hQRjxHlC6st0tM,False,18744.0,10594.0,8150.0,Girne,Girne,35.299194,33.2363246
Akanthou,Ακανθού,Tatlısu,1120,579,541,Gazimağusa,False,35.3732414,33.7535628,ChIJR2udT_RS3hQRsTyTpE9AY8M,False,903.0,461.0,442.0,Geçitkale,Tatlısu,35.3785077,33.7629465
Ammochostos,Αμμόχωστος,Gazi̇mağusa,37642,20301,17341,Gazimağusa,False,35.1245436,33.9325419,ChIJPRZM2kLI3xQRh87TpcUD2yk,False,33001.0,17897.0,15104.0,Gazimağusa,Gazimağusa,35.1149116,33.919245
Kythrea,Κυθρέα,Deği̇rmenli̇k,3284,1778,1506,Lefkoşa,False,35.2475348,33.4812843,ChIJlaSb_gc_3hQR-DikEPtnxRA,False,3128.0,1685.0,1443.0,Değirmenlik,Değimenlik,35.2553647,33.4719832
Kioneli,Κιόνελι,Gönyeli̇,17045,8966,8079,Lefkoşa,False,35.2145138,33.302562,ChIJ-QldKQAR3hQR8jvZU1MIRRg,False,12186.0,6519.0,5667.0,Lefkoşa,Gönyeli,35.2133871,33.2924859
Lefkosia,Λευκωσία,Lefkoşa,51836,27102,24734,Lefkoşa,False,35.1783,33.3628,ChIJVU1JymcX3hQRpcARA5ykXls,False,49868.0,26848.0,23020.0,Lefkoşa,Lefkoşa,35.1855659,33.38227639999999
Trikomo,Τρίκωμο,İskele,3058,1537,1521,İskele,False,35.2863679,33.8919192,ChIJtbgLUJGx3xQRsvnB1Roi2nw,False,2610.0,1405.0,1205.0,İskele,İskele,35.297229,33.8969328
Mandres,Μάνδρες,Hami̇tköy,5338,2773,2565,Lefkoşa,False,35.2151704,33.3786657,ChIJC26FTOsW3hQRKlGoqkbKgVU,False,2898.0,1567.0,1331.0,Lefkoşa,Lefkoşa,35.2215191,33.3766669
Mia Milia,Μιά Μηλιά,Haspolat,4204,2385,1819,Lefkoşa,False,35.2063724,33.4200196,ChIJ0WZmiRQW3hQRWJCZ8IphTlo,False,3380.0,2168.0,1212.0,Lefkoşa,Lefkoşa,35.2107245,33.4271403
Louroukina,Λουρουκίνα,Akıncılar,390,199,191,Lefkoşa,False,35.011537,33.4643102,ChIJ2yNfV0sg3hQR4PG_cIx5amI,False,462.0,231.0,231.0,Lefkoşa,Akıncılar,35.0175999,33.466379
Gerolakkos,Γερόλακκος,Alayköy,2777,1445,1332,Lefkoşa,False,35.1806595,33.2533088,ChIJWxGOiUsF3hQR8FDvFXTwInM,False,2539.0,1348.0,1191.0,Lefkoşa,Alayköy,35.2010828,33.2531764
Agios Vasileios,Άγιος Βασίλειος,Türkeli̇,154,96,58,Lefkoşa,False,35.2190573,33.1844303,ChIJN1DKMl8P3hQRyX7AxwWQ9Gc,False,154.0,98.0,56.0,Lefkoşa,Alayköy,35.2120962,33.1857517
Skylloura,Σκυλλούρα,Yılmazköy,953,533,420,Lefkoşa,False,35.2304802,33.1652475,ChIJiVnxGq0I3hQR6mQTC1bmECs,False,785.0,435.0,350.0,Lefkoşa,Alayköy,35.2288098,33.1632665
Kanli,Κανλί,Kanlıköy,232,129,103,Lefkoşa,False,35.2184284,33.2614926,ChIJcXiUhikQ3hQRf7Poo-iccJ8,False,207.0,123.0,84.0,Lefkoşa,Gönyeli,35.2171783,33.2644093
Palaikythro,Παλαίκυθρο,Balıkesi̇r,860,429,431,Lefkoşa,False,35.2084883,33.4934366,ChIJfW_bJoU-3hQRpOWN0-hwhMg,False,1074.0,625.0,449.0,Değirmenlik,Değimenlik,35.17687950000001,33.4887939
Mpeikioi,Μπέϊκιοϊ,Beyköy,105,42,63,Lefkoşa,False,35.2365979,33.5010085,ChIJM-HbHR4_3hQRAY3JKrBLboU,False,88.0,35.0,53.0,Değirmenlik,Değimenlik,35.23991,33.509803
Epicho,Επιχό,Ci̇hangi̇r,961,475,486,Lefkoşa,False,35.2274826,33.5134937,ChIJ59NDwcQ-3hQR8t_KdN9VwyM,False,929.0,495.0,434.0,Değirmenlik,Değimenlik,35.2283093,33.5196057
Kourou Monastiri,Κουρού Μοναστήρι,Çukurova,208,100,108,Lefkoşa,False,35.2245314,33.5557493,ChIJt0_-qOY43hQR8zS--ctKZNw,False,187.0,94.0,93.0,Değirmenlik,Değimenlik,35.217816,33.5532073
Trachoni,Τραχώνι,Demi̇rhan,530,267,263,Lefkoşa,False,35.2233822,33.4793482,ChIJ07rLVGc-3hQRLlt4hMisB50,False,454.0,220.0,234.0,Değirmenlik,Değimenlik,35.20636200000001,33.48038890000001
Agia,Αγιά,Di̇lekkaya,619,305,314,Lefkoşa,False,35.1108692,33.5662154,ChIJ5yl9NyQ73hQRbXSiiUU8kII,False,590.0,290.0,300.0,Değirmenlik,Değimenlik,35.1133417,33.5672045
Exo Metochi,Έξω Μετόχι,Düzova,661,332,329,Lefkoşa,False,35.2149111,33.5266241,ChIJd5SzWcw-3hQRZNO7S2SFftY,False,624.0,319.0,305.0,Değirmenlik,Değimenlik,35.2019719,33.5336078
Tremetousia,Τρεμετουσιά,Erdemli̇,169,86,83,Lefkoşa,False,35.084553,33.6085847,ChIJU_02NFMl3hQRREaPEMujC_A,False,207.0,120.0,87.0,Değirmenlik,Değimenlik,35.0798093,33.6119814
Afanteia,Αφάντεια,Gazi̇köy,713,357,356,Lefkoşa,False,35.1581193,33.5863515,ChIJ2-w-uzA63hQR74hNpr9M35Q,False,679.0,342.0,337.0,Değirmenlik,Değimenlik,35.1489203,33.5784007
Voni,Βώνη,Gökhan,202,117,85,Lefkoşa,False,35.2313682,33.4955565,ChIJ-aMg1uQ-3hQR_evJEFjldp4,False,229.0,128.0,101.0,Değirmenlik,Değimenlik,35.2073956,33.5084026
Kalyvakia,Καλυβάκια,Kalavaç,255,122,133,Lefkoşa,False,35.2577589,33.5486665,ChIJw9LwmqE43hQRVCDyyfoiWvY,False,248.0,119.0,129.0,Değirmenlik,Değimenlik,35.2570367,33.544808
Melouseia,Μελούσεια,Kırıkkale,390,184,206,Lefkoşa,False,35.0773102,33.5840897,ChIJQ7t3sDwl3hQRa0Wi8RX92a8,False,398.0,189.0,209.0,Değirmenlik,Değimenlik,35.0770318,33.5895956
Tymvou,Τύμβου,Kırklar,384,246,138,Lefkoşa,False,35.1345211,33.5124917,ChIJa0xaksk83hQR8sIIifpLULE,False,335.0,200.0,135.0,Değirmenlik,Değimenlik,35.13081,33.5112035
Mora,Μόρα,Meri̇ç,494,246,248,Lefkoşa,False,35.1730011,33.5441836,ChIJr3Wloeg73hQRYgQ9kB1WbOs,False,522.0,271.0,251.0,Değirmenlik,Değimenlik,35.1691793,33.544808
Neo Chorio,Νέο Χωριό,Mi̇nareli̇köy,1334,755,579,Lefkoşa,False,35.2346275,33.4766108,ChIJ28mhJVo-3hQRTqPXqS3FK4A,False,1766.0,1255.0,511.0,Değirmenlik,Değimenlik,35.2164823,33.4635768
Tashocaklari,,Taşocakları,0,0,0,Lefkoşa,False,,,,False,128.0,91.0,37.0,Değirmenlik,Değimenlik,,
Petra Digeni,Πέτρα Διγενή,Yeni̇ceköy,399,201,198,Lefkoşa,False,35.2385523,33.54679,ChIJv890F-o43hQR6OX22CGhtiM,False,401.0,208.0,193.0,Değirmenlik,Değimenlik,35.232456,33.5532073
Arsos,Άρσος,Yi̇ği̇tler,327,168,159,Lefkoşa,False,35.0899187,33.627897,ChIJwxQz5A8w3hQRoV5TxQSKKtk,False,310.0,164.0,146.0,Değirmenlik,Değimenlik,35.07281,33.63436190000001
Varosia,Βαρώσια,Maraş,226,125,101,Gazimağusa,False,35.1004657,33.9590274,ChIJFbxuNW_I3xQRXL-W8cUUcHc,False,503.0,317.0,186.0,Gazimağusa,Gazimağusa,35.105872,33.9554907
Stylloi,Στύλλοι,Mutluyaka,407,205,202,Gazimağusa,False,35.1724218,33.834864,ChIJgzObm3213xQRhcNFZ3Y4wgU,False,404.0,218.0,186.0,Gazimağusa,Gazimağusa,35.1626143,33.8299639
Egkomi,Εγκωμη,Tuzla,2645,1394,1251,Gazimağusa,False,35.1611026,33.8830887,ChIJTyk1qP213xQRe2YltPw6dIE,False,1877.0,1012.0,865.0,Gazimağusa,Gazimağusa,35.1613671,33.8801952
Agios Sergios,Άγιος Σέργιος,Yeni̇ Boğazi̇çi̇,3347,1712,1635,Gazimağusa,False,35.1858,33.8926,ChIJX5JkU8213xQRzoBtqIJxpqA,False,2802.0,1524.0,1278.0,Gazimağusa,Yeni,35.1968015,33.8913539
Gypsou,Γύψου,Akova,704,353,351,Gazimağusa,False,35.2601669,33.7861636,ChIJU-OytVBL3hQRMc_Wi2P7kCI,False,662.0,319.0,343.0,Gazimağusa,Yeni,35.27723720000001,33.7908763
Pigi Peristerona,Πηγή Περιστερώνα,Alani̇çi̇,860,436,424,Gazimağusa,False,35.2201529,33.7599435,ChIJ3_fervFK3hQRMBvuklWgwE0,False,863.0,461.0,402.0,Gazimağusa,Yeni,35.2063472,33.7685332
Aloda,Αλόδα,Atlılar,46,22,24,Gazimağusa,False,35.2100603,33.8264904,ChIJxxEush213xQRzCvoaesLzJA,False,24.0,14.0,10.0,Gazimağusa,Yeni,35.2128887,33.8327552
Limnia,Λίμνια,Mormenekşe,1033,512,521,Gazimağusa,False,35.2018399,33.8596954,ChIJAyL-5LS13xQR5RLkEv9LvT4,False,923.0,472.0,451.0,Gazimağusa,Yeni,35.1976484,33.8578735
Maratha,Μαράθα,Muratağa,51,27,24,Gazimağusa,False,35.2105353,33.7764211,ChIJb1bHoMFK3hQRkS8msBE0yO8,False,34.0,18.0,16.0,Gazimağusa,Yeni,35.2092566,33.7824983
Santalaris,Σανταλάρης,Sandallar,28,16,12,Gazimağusa,False,35.2120574,33.7991837,ChIJiVvYky213xQRLpghZSqQR0Q,False,28.0,15.0,13.0,Gazimağusa,Yeni,35.2191608,33.80902620000001
Milia,Μηλιά,Yıldırım,549,288,261,Gazimağusa,False,35.2395041,33.7808514,ChIJVZiJvjtL3hQRyAHzEUei13I,False,542.0,280.0,262.0,Gazimağusa,Yeni,35.2347575,33.8020459
Sinta,Σίντα,İnönü,911,456,455,Gazimağusa,False,35.1576104,33.7005485,ChIJ23CAl5k23hQRqSVMCHJkHeE,False,933.0,461.0,472.0,Gazimağusa,İnönü,35.1591768,33.7014716
Prastio,Πραστιό,Dörtyol,1349,691,658,Gazimağusa,False,35.1755782,33.7568549,ChIJWS2nt6k13hQRU0DCwffkzjo,False,1385.0,727.0,658.0,Gazimağusa,İnönü,35.1642359,33.7629465
Gaidouras,Γαϊδουράς,Korkuteli̇,611,320,291,Gazimağusa,False,35.1673022,33.7889157,ChIJCSuPp0k13hQRiN0Zm3g8dXA,False,510.0,254.0,256.0,Gazimağusa,İnönü,35.1470463,33.8020459
Pyrga,Πυργά,Pi̇rhan,56,33,23,Gazimağusa,False,35.1841366,33.7259042,ChIJLcSlBsE13hQRP8-F4qiLBBc,False,65.0,43.0,22.0,Gazimağusa,İnönü,35.1814156,33.7238308
