geo_code,town,population,male_population,female_population,district,is_dimos,lat,lon
5013,Γερμασόγεια,13421,6494,6927,Λεμεσού,True,34.7227518,33.0845277
5020,Πάνω Πολεμίδια,3470,1699,1771,Λεμεσού,False,34.7098925,32.99206040000001
5021,Ύψωνας,11117,5529,5588,Λεμεσού,False,34.6882836,32.9612103
5022,Κάτω Πολεμίδια,22369,10903,11466,Λεμεσού,True,34.689381,33.0087394
5100,Παλόδεια,1568,775,793,Λεμεσού,False,34.7448585,33.0057813
5101,Παραμύθα,569,279,290,Λεμεσού,False,34.7612191,32.9950889
5102,Σπιτάλι,316,148,168,Λεμεσού,False,34.7634165,33.0035795
5103,Φασούλα Λεμεσού,560,261,299,Λεμεσού,False,34.763803,33.0267096
5104,Μαθικολώνη,174,85,89,Λεμεσού,False,34.7747644,33.0477977
5105,Γεράσα,69,31,38,Λεμεσού,False,34.8026925,32.9958715
5106,Αψιού,208,97,111,Λεμεσού,False,34.7975112,33.0167299
5107,Απεσιά,474,218,256,Λεμεσού,False,34.7888153,32.9791008
5108,Κορφή,199,102,97,Λεμεσού,False,34.7943298,32.9657546
5109,Λιμνάτης,314,144,170,Λεμεσού,False,34.813109,32.9476114
5110,Καπηλειό,34,16,18,Λεμεσού,False,34.8322135,32.9579111
5120,Μουτταγιάκα,2939,1464,1475,Λεμεσού,False,34.7207324,33.1007555
5121,Αρμενοχώρι,218,104,114,Λεμεσού,False,34.7447112,33.1295812
5122,Φοινικάρια,339,160,179,Λεμεσού,False,34.7530522,33.0983787
5123,Ακρούντα,455,206,249,Λεμεσού,False,34.7656682,33.0812791
5124,Άγιος Τύχων,3455,1724,1731,Λεμεσού,False,34.7258619,33.1404129
5125,Παρεκκλησιά,2738,1333,1405,Λεμεσού,False,34.7435844,33.1600766
5126,Πεντάκωμο,644,318,326,Λεμεσού,False,34.7389726,33.2411553
5127,Μοναγρούλλι,536,260,276,Λεμεσού,False,34.7482813,33.2120933
5128,Μονή,622,321,301,Λεμεσού,False,34.7390692,33.2012827
5129,Πύργος Λεμεσού,2363,1172,1191,Λεμεσού,False,34.7417862,33.1832043
5130,Ασγάτα,417,208,209,Λεμεσού,False,34.7792675,33.255693
5131,Βάσα Κελλακίου,73,33,40,Λεμεσού,False,34.8039688,33.2158763
5132,Σανίδα,42,21,21,Λεμεσού,False,34.8072135,33.1899321
5133,Πραστιό Κελλακίου,103,51,52,Λεμεσού,False,34.8118472,33.142338
5134,Κλωνάρι,18,6,12,Λεμεσού,False,34.8264806,33.1813508
5135,Βίκλα,1,0,1,Λεμεσού,False,34.8272657,33.1957503
5136,Κελλάκι,299,148,151,Λεμεσού,False,34.8158446,33.1575597
5137,Ακαπνού,20,10,10,Λεμεσού,False,34.8393982,33.1863636
5138,Επταγώνεια,353,172,181,Λεμεσού,False,34.8464289,33.1579238
5140,Διερώνα,192,103,89,Λεμεσού,False,34.8296739,33.1117782
5141,Αρακαπάς,307,146,161,Λεμεσού,False,34.8440054,33.1141272
5142,Άγιος Παύλος,135,68,67,Λεμεσού,False,34.8626574,33.0455842
5143,Άγιος Κωνσταντίνος,137,69,68,Λεμεσού,False,34.8674197,33.0650055
5144,Συκόπετρα,120,60,60,Λεμεσού,False,34.8786689,33.1112506
5145,Λουβαράς,363,185,178,Λεμεσού,False,34.8348747,33.0381446
5146,Καλό Χωριό Λεμεσού,497,242,255,Λεμεσού,False,34.849626,33.0242499
5147,Ζωοπηγή,140,69,71,Λεμεσού,False,34.862776,33.0152868
5200,Ακρωτήρι,870,427,443,Λεμεσού,False,34.6016136,32.9557945
5201,Ασώματος Λεμεσού,726,361,365,Λεμεσού,False,34.6379699,32.9573383
5202,Τσερκέζοι,50,29,21,Λεμεσού,False,34.6530262,32.9904151
5203,Τραχώνι Λεμεσού,3952,1961,1991,Λεμεσού,False,34.6563694,32.9626282
5210,Κολόσσι,5651,2789,2862,Λεμεσού,False,34.670786,32.9338168
5211,Ερήμη,2432,1178,1254,Λεμεσού,False,34.6818602,32.9202321
5212,Επισκοπή Λεμεσού,3681,1779,1902,Λεμεσού,False,34.6704716,32.9021979
5213,Καντού,349,166,183,Λεμεσού,False,34.6906882,32.9074609
5214,Σωτήρα Λεμεσού,143,72,71,Λεμεσού,False,34.7112765,32.8621753
5220,Πραστιό Αυδήμου,245,106,139,Λεμεσού,False,34.729241,32.7788665
5221,Παραμάλι,220,110,110,Λεμεσού,False,34.6763581,32.7926458
5222,Αυδήμου,535,259,276,Λεμεσού,False,34.6926313,32.7631264
5223,Πλατανίστεια,45,22,23,Λεμεσού,False,34.7121681,32.7102032
5224,Άγιος Θωμάς,50,23,27,Λεμεσού,False,34.7158993,32.7256983
5225,Αλέκτορα,64,36,28,Λεμεσού,False,34.7089706,32.683038
5226,Ανώγυρα,301,141,160,Λεμεσού,False,34.7392189,32.7335508
5227,Πισσούρι,1819,922,897,Λεμεσού,False,34.6767071,32.6992551
5300,Σούνι-Ζανακιά,837,420,417,Λεμεσού,False,34.7382364,32.8821021
5302,Άλασσα,282,132,150,Λεμεσού,False,34.7625613,32.9290054
5303,Κάτω Κιβίδες,5,3,2,Λεμεσού,False,34.7645768,32.8632719
5304,Πάνω Κιβίδες,707,352,355,Λεμεσού,False,34.7586387,32.8527046
5305,Άγιος Αμβρόσιος Λεμεσού,323,149,174,Λεμεσού,False,34.7809352,32.8266361
5306,Άγιος Θεράπων,125,57,68,Λεμεσού,False,34.7976533,32.8400793
5307,Λόφου,46,25,21,Λεμεσού,False,34.8141177,32.8749029
5308,Πάχνα,865,420,445,Λεμεσού,False,34.7781308,32.79443850000001
5310,Άγιος Γεώργιος Λεμεσού,111,54,57,Λεμεσού,False,34.8151304,32.8984644
5311,Δωρός,135,56,79,Λεμεσού,False,34.816113,32.9101584
5312,Λάνεια,281,142,139,Λεμεσού,False,34.8242267,32.9208191
5313,Σιλίκου,137,61,76,Λεμεσού,False,34.8324613,32.8901075
5314,Μονάγρι,175,72,103,Λεμεσού,False,34.8092578,32.9109593
5315,Τριμήκληνη,307,142,165,Λεμεσού,False,34.8484869,32.911182
5316,Άγιος Μάμας,114,40,74,Λεμεσού,False,34.8511033,32.9487543
5317,Κουκά,27,14,13,Λεμεσού,False,34.8516033,32.8870972
5318,Μονιάτης,275,126,149,Λεμεσού,False,34.868825,32.897145
5320,Δωρά,145,68,77,Λεμεσού,False,34.7816186,32.7378222
5322,Άρσος Λεμεσού,202,86,116,Λεμεσού,False,34.8410556,32.7692686
5323,Κισσούσα,6,3,3,Λεμεσού,False,34.8101445,32.7935055
5324,Μαλιά,64,32,32,Λεμεσού,False,34.8168712,32.78317090000001
5325,Βάσα Κοιλανίου,163,82,81,Λεμεσού,False,34.8331824,32.7925858
5326,Βουνί,149,72,77,Λεμεσού,False,34.8230959,32.83388360000001
5327,Πέρα Πεδί,120,59,61,Λεμεσού,False,34.8591819,32.8786132
5328,Μανδριά Λεμεσού,107,50,57,Λεμεσού,False,34.8700469,32.8326114
5329,Ποταμιού,36,14,22,Λεμεσού,False,34.8236864,32.8067249
5330,Όμοδος,322,148,174,Λεμεσού,False,34.8489219,32.8077875
5331,Κοιλάνι,216,91,125,Λεμεσού,False,34.8437635,32.8609064
5340,Άγιος Δημήτριος,54,15,39,Λεμεσού,False,34.9255557,32.8093553
5341,Παλαιόμυλος,20,7,13,Λεμεσού,False,34.9346806,32.8208957
5342,Πρόδρομος,123,53,70,Λεμεσού,False,34.949966,32.8326008
