geo_code,town,population,male_population,female_population,district,is_dimos,lat,lon,gm_id,english_name,turkish_name
4311,Πάνω Λεύκαρα,762,363,399,Λάρνακας,False,34.8673535,33.3053345,ChIJ8396qdWk4BQR0xj9CQFxJoY,Pano Lefkara,Yukarı Lefkara
4312,Κάτω Δρυς,129,60,69,Λάρνακας,False,34.8516158,33.3045466,ChIJZcWZmCC74BQRCPQ_XNGZzgU,Kato Drys,Kato Drys
4313,Βάβλα,52,17,35,Λάρνακας,False,34.8414268,33.2688594,ChIJ56EZrYe64BQRJXnPWokae7U,Vavla,Vavla
4314,Λάγεια,28,13,15,Λάρνακας,False,34.8434883,33.2475593,ChIJRaoScPWw4BQR29YZDdKPXbo,Lageia,Lageia
4315,Ορά,206,113,93,Λάρνακας,False,34.8617787,33.19513,ChIJI9U8pKCx4BQR7IOVVvKVQQ8,Ora,Ora
4316,Μελίνη,59,34,25,Λάρνακας,False,34.867097,33.1571512,ChIJ34G4E86z4BQR8cpHph3z8Pk,Melini,Melini
4317,Οδού,213,130,83,Λάρνακας,False,34.8855322,33.1507464,ChIJX0wwXzey4BQRWh3kpMom-yY,Odou,Odou
4318,Άγιοι Βαβατσινιάς,131,71,60,Λάρνακας,False,34.8798262,33.190932,ChIJPZudK76x4BQRWQzd01gOToQ,Agioi Vavatsinias,Agioi Vavatsinias
4319,Βαβατσινιά,81,42,39,Λάρνακας,False,34.8933235,33.2293042,ChIJ6clA5Niv4BQRARzjOXM8mZ8,Vavatsinia,Vavatsinia
5000,Λεμεσός,101000,48421,52579,Λεμεσού,True,34.6786322,33.0413055,ChIJnfQCrBYz5xQRErAlcJV_qdo,Limassol,Limasol
5011,Μέσα Γειτονιά,14477,6943,7534,Λεμεσού,True,34.6982601,33.0455093,ChIJ5bZwl28z5xQRdNC5jaL0wxE,Mesa Geitonia,Mesa Geitonia
5012,Άγιος Αθανάσιος,14347,6760,7587,Λεμεσού,True,34.7109373,33.0597452,ChIJ2SQ5I5Y05xQRX_c0Fpz8_XM,Agios Athanasios,Agios Athanasios
5013,Γερμασόγεια,13421,6494,6927,Λεμεσού,True,34.7227518,33.0845277,ChIJAxPg8DPL4BQR0eD3XJ7Ycx8,Germasogeia,Germasogeia
5020,Πάνω Πολεμίδια,3470,1699,1771,Λεμεσού,False,34.7098925,32.99206040000001,ChIJH7C_MGAx5xQR925eH1R9PKI,Pano Polemidia,Yukarı Binatlı
5021,Ύψωνας,11117,5529,5588,Λεμεσού,False,34.6882836,32.9612103,ChIJK8qTmbYx5xQRNSuzg1f4OzU,Ypsonas,Ypsonas
5022,Κάτω Πολεμίδια,22369,10903,11466,Λεμεσού,True,34.689381,33.0087394,ChIJz2jGDdIz5xQRNAOO8jJCkYY,Kato Polemidia,Binatlı
5100,Παλόδεια,1568,775,793,Λεμεσού,False,34.7448585,33.0057813,ChIJtX6MZD405xQRjr60iwnnPng,Palodia,Palodia
5101,Παραμύθα,569,279,290,Λεμεσού,False,34.7612191,32.9950889,ChIJ799FYSk05xQRXk_aukixDTQ,Paramytha,Paramytha
5102,Σπιτάλι,316,148,168,Λεμεσού,False,34.7634165,33.0035795,ChIJsb3gVSw05xQRX9kOcapX_JY,Spitali,Spitali
5103,Φασούλα Λεμεσού,560,261,299,Λεμεσού,False,34.763803,33.0267096,ChIJsWpcwq415xQRCL2ZFG6XB0o,Fasoula,Fasoula
5104,Μαθικολώνη,174,85,89,Λεμεσού,False,34.7747644,33.0477977,ChIJUQyTXG815xQR25Y7hK5WoNA,Mathikoloni,Mathikoloni
5105,Γεράσα,69,31,38,Λεμεσού,False,34.8026925,32.9958715,ChIJlbzujPg15xQRElHZGZN4TPE,Gerasa,Gerasa
5106,Αψιού,208,97,111,Λεμεσού,False,34.7975112,33.0167299,ChIJpdYHAIo15xQR-DkXOL0hzKI,Apsiou,Apsiou
5107,Απεσιά,474,218,256,Λεμεσού,False,34.7888153,32.9791008,ChIJ21A9sHI25xQRTtQgq4s6xSM,Apesia,Apesia
5108,Κορφή,199,102,97,Λεμεσού,False,34.7943298,32.9657546,ChIJTR7YuD825xQRFzr7p5RbF8o,Korfi,Korfi
5109,Λιμνάτης,314,144,170,Λεμεσού,False,34.813109,32.9476114,ChIJcU2jqi425xQRwHJUpqdDkzU,Limnatis,Limnatis
5110,Καπηλειό,34,16,18,Λεμεσού,False,34.8322135,32.9579111,ChIJ5Y2X_cZJ5xQRgouXAc0V-nE,Kapilio,Kapilio
5120,Μουτταγιάκα,2939,1464,1475,Λεμεσού,False,34.7207324,33.1007555,ChIJDzwj8hfL4BQRudKN74NCn5Q,Mouttagiaka,Mutluyaka
5121,Αρμενοχώρι,218,104,114,Λεμεσού,False,34.7447112,33.1295812,ChIJbyBfsWDK4BQRJFRcsopF_VQ,Armenochori,Esenköy
5122,Φοινικάρια,339,160,179,Λεμεσού,False,34.7530522,33.0983787,ChIJb6TMksDK4BQRt1Chmg1UaD8,Foinikaria,Foinikaria
5123,Ακρούντα,455,206,249,Λεμεσού,False,34.7656682,33.0812791,ChIJ_dHSbLPK4BQRuIvKZ4oAmPs,Akrounta,Akrounta
5124,Άγιος Τύχων,3455,1724,1731,Λεμεσού,False,34.7258619,33.1404129,ChIJjSlst1LK4BQRN939hbnOL3Q,Agios Tychon,Agios Tychon
5125,Παρεκκλησιά,2738,1333,1405,Λεμεσού,False,34.7435844,33.1600766,ChIJM4_WJhvK4BQRb68sNoBrpSs,Pareklisia,Pareklisia
5126,Πεντάκωμο,644,318,326,Λεμεσού,False,34.7389726,33.2411553,ChIJm-O0Bua34BQR_7XSdwLGLPA,Pentakomo,Beşevler
5127,Μοναγρούλλι,536,260,276,Λεμεσού,False,34.7482813,33.2120933,ChIJE7LtXS224BQRQrCkx8NMSUo,Monagroulli,Monagroulli
5128,Μονή,622,321,301,Λεμεσού,False,34.7390692,33.2012827,ChIJYdHsmN3J4BQRkMN-vHIylZ0,Moni,Moni
5129,Πύργος Λεμεσού,2363,1172,1191,Λεμεσού,False,34.7417862,33.1832043,ChIJOSIKiOTJ4BQR63b6XZ-HRVE,Pyrgos,Pyrgos
5130,Ασγάτα,417,208,209,Λεμεσού,False,34.7792675,33.255693,ChIJRUQO_mO34BQRXLsKlltNO_I,Asgata,Asgata
5131,Βάσα Κελλακίου,73,33,40,Λεμεσού,False,34.8039688,33.2158763,ChIJByB1fCe34BQRiC-mB_V0Vzw,Vasa,Vasa
5132,Σανίδα,42,21,21,Λεμεσού,False,34.8072135,33.1899321,ChIJ7VhiOL-24BQRpusi6vOAEVM,Sanida,Sanida
5133,Πραστιό Κελλακίου,103,51,52,Λεμεσού,False,34.8118472,33.142338,ChIJr7Yy-ka04BQRSVyGOVD8sLU,Prastio,Prastio
5134,Κλωνάρι,18,6,12,Λεμεσού,False,34.8264806,33.1813508,ChIJk4uFRa224BQRW-Wnt_1Tw9s,Klonari,Klonari
5135,Βίκλα,1,0,1,Λεμεσού,False,34.8272657,33.1957503,ChIJ75paljax4BQR9T39VGOtn1M,Vikla,Vikla
5136,Κελλάκι,299,148,151,Λεμεσού,False,34.8158446,33.1575597,ChIJ1TPCyBm04BQRnUc--8BIdco,Kellaki,Kellaki
5137,Ακαπνού,20,10,10,Λεμεσού,False,34.8393982,33.1863636,ChIJR59iTkGx4BQRLkiJ2LiT7mc,Akapnou,Akapnou
5138,Επταγώνεια,353,172,181,Λεμεσού,False,34.8464289,33.1579238,ChIJKdSoYe-z4BQRpxrb4GGW2Ec,Eptagonia,Eptagonia
5140,Διερώνα,192,103,89,Λεμεσού,False,34.8296739,33.1117782,ChIJBYyHX5K04BQRC66P5waAW-A,Dierona,Dierona
5141,Αρακαπάς,307,146,161,Λεμεσού,False,34.8440054,33.1141272,ChIJtV6QLIO04BQRfoQJjN4JXAE,Arakapas,Arakapas
5142,Άγιος Παύλος,135,68,67,Λεμεσού,False,34.8626574,33.0455842,ChIJ52fmpWRL5xQRk-_-heDUo-s,Agios Pavlos,Agios Pavlos
5143,Άγιος Κωνσταντίνος,137,69,68,Λεμεσού,False,34.8674197,33.0650055,ChIJu4iywaVM5xQRKIlQa0so93I,Agios Konstantinos,Agios Konstantinos
5144,Συκόπετρα,120,60,60,Λεμεσού,False,34.8786689,33.1112506,ChIJvyJgzhqz4BQR4852_OjmwH8,Sykopetra,Sykopetra
5145,Λουβαράς,363,185,178,Λεμεσού,False,34.8348747,33.0381446,ChIJqeu4xBtL5xQRExO3ej4mtmU,Louvaras,Louvaras
5146,Καλό Χωριό Λεμεσού,497,242,255,Λεμεσού,False,34.849626,33.0242499,ChIJ5aBOYqNL5xQRclvf88t9prY,Kalo Chorio,Kalo Chorio
5147,Ζωοπηγή,140,69,71,Λεμεσού,False,34.862776,33.0152868,ChIJa5s8l5NL5xQROW57-SErCwo,Zoopigi,Zoopigi
5200,Ακρωτήρι,870,427,443,Λεμεσού,False,34.6016136,32.9557945,ChIJ6eWZxecu5xQRLFt15nCJmh8,Akrotiri,Akrotiri
5201,Ασώματος Λεμεσού,726,361,365,Λεμεσού,False,34.6379699,32.9573383,ChIJqUh6V0cu5xQR1YyC7mF1Onw,Asomatos,Gözügüzel
5202,Τσερκέζοι,50,29,21,Λεμεσού,False,34.6530262,32.9904151,ChIJJyNCuAEy5xQRg51IQBoM9eo,Tserkezoi,Çerkez Çiflik
5203,Τραχώνι Λεμεσού,3952,1961,1991,Λεμεσού,False,34.6563694,32.9626282,ChIJ-f1kR98x5xQROXFUgSEezm0,Trachoni,Kayakale
5210,Κολόσσι,5651,2789,2862,Λεμεσού,False,34.670786,32.9338168,ChIJueG5bSgw5xQRNslktqKIprs,Kolossi,Yunus
5211,Ερήμη,2432,1178,1254,Λεμεσού,False,34.6818602,32.9202321,ChIJ_698wxYw5xQRu7PG16zdX6c,Erimi,Erimi
5212,Επισκοπή Λεμεσού,3681,1779,1902,Λεμεσού,False,34.6704716,32.9021979,ChIJ1ygD_Ckl5xQRUZLuOB_DQZw,Episkopi,Episkopi
5213,Καντού,349,166,183,Λεμεσού,False,34.6906882,32.9074609,ChIJQe_OVgww5xQRuJYJAqBKZB8,Kantou,Çanakkale
5214,Σωτήρα Λεμεσού,143,72,71,Λεμεσού,False,34.7112765,32.8621753,ChIJvRDXxuU65xQR4EjH7_5-Kno,Sotira,Sotira
5220,Πραστιό Αυδήμου,245,106,139,Λεμεσού,False,34.729241,32.7788665,ChIJF5mNbsI85xQRJyTbO7PZC08,Prastio,Çeliktaş
5221,Παραμάλι,220,110,110,Λεμεσού,False,34.6763581,32.7926458,ChIJe0mFHlsj5xQRm5OdfaDLKoM,Paramali,Çayönü
5222,Αυδήμου,535,259,276,Λεμεσού,False,34.6926313,32.7631264,ChIJpR48uR4j5xQRyWISjhtSmfs,Avdimou,Düzkaya
5223,Πλατανίστεια,45,22,23,Λεμεσού,False,34.7121681,32.7102032,ChIJYbRXPHMY5xQRpz2K5kvehLg,Platanisteia,Çamlıca
5224,Άγιος Θωμάς,50,23,27,Λεμεσού,False,34.7158993,32.7256983,ChIJdXY5zKUi5xQRI6gnoftDLfg,Agios Thomas,Mersinlik
5225,Αλέκτορα,64,36,28,Λεμεσού,False,34.7089706,32.683038,ChIJ6eLiVlAY5xQR7pYj8N5HG7Y,Alektora,Gökağaç
5226,Ανώγυρα,301,141,160,Λεμεσού,False,34.7392189,32.7335508,ChIJ_28yy0U95xQRFxogS2Jr2NQ,Anogyra,Taşlıca
5227,Πισσούρι,1819,922,897,Λεμεσού,False,34.6767071,32.6992551,ChIJkeMF4bkY5xQRVGlhXfJXzkI,Pissouri,Pissouri
5300,Σούνι-Ζανακιά,837,420,417,Λεμεσού,False,34.7382364,32.8821021,ChIJVWGyTBM65xQRnYXWfrtfAT8,Souni-Zanakia,Souni-Zanakia
5302,Άλασσα,282,132,150,Λεμεσού,False,34.7625613,32.9290054,ChIJzzIN3D035xQR8GNXMHyn6hM,Alassa,Alassa
5303,Κάτω Κιβίδες,5,3,2,Λεμεσού,False,34.7645768,32.8632719,ChIJvWabGig65xQRdemPdxYfsVE,Kato Kivides,Yukarı Alsandık
5304,Πάνω Κιβίδες,707,352,355,Λεμεσού,False,34.7586387,32.8527046,ChIJfXCnXTI65xQRquu0BWh9nes,Pano Kivides,Pano Kivides
5305,Άγιος Αμβρόσιος Λεμεσού,323,149,174,Λεμεσού,False,34.7809352,32.8266361,ChIJq0vTJlw55xQRM2VfaLpJJ_8,Agios Amvrosios,Agios Amvrosios
5306,Άγιος Θεράπων,125,57,68,Λεμεσού,False,34.7976533,32.8400793,ChIJ45thnxE55xQRIvG0UVoEbO4,Agios Therapon,Agios Therapon
5307,Λόφου,46,25,21,Λεμεσού,False,34.8141177,32.8749029,ChIJw5UYTUc45xQRVhfme_rI6E0,Lofou,Lofou
5308,Πάχνα,865,420,445,Λεμεσού,False,34.7781308,32.79443850000001,ChIJ5xLz3hs85xQRprjI-h6Pr1U,Pachna,Pahna
5310,Άγιος Γεώργιος Λεμεσού,111,54,57,Λεμεσού,False,34.8151304,32.8984644,ChIJ39dqlvU35xQRheUT2ASw99s,Agios Georgios,Agios Georgios
5311,Δωρός,135,56,79,Λεμεσού,False,34.816113,32.9101584,ChIJ4_Ixau435xQRWPV1gwR47j4,Dhoros,Dhoros
5312,Λάνεια,281,142,139,Λεμεσού,False,34.8242267,32.9208191,ChIJQT0ufOA35xQRR1w6MISIWIE,Laneia,Laneia
5313,Σιλίκου,137,61,76,Λεμεσού,False,34.8324613,32.8901075,ChIJDcY8bQY45xQRVqbE1wh3l0E,Silikou,Silifke
5314,Μονάγρι,175,72,103,Λεμεσού,False,34.8092578,32.9109593,ChIJZWZpo5I35xQRrLnRX5hBgEM,Monagri,Monagri
5315,Τριμήκληνη,307,142,165,Λεμεσού,False,34.8484869,32.911182,ChIJWcI69BJI5xQRaYWbowhmvYU,Trimiklini,Trimiklini
5316,Άγιος Μάμας,114,40,74,Λεμεσού,False,34.8511033,32.9487543,ChIJVcK2h65J5xQRQ7WIyzbr2lw,Agios Mamas,Agios Mamas
5317,Κουκά,27,14,13,Λεμεσού,False,34.8516033,32.8870972,ChIJ5R2KXe9H5xQR-wcv5GLgllY,Kouka,Kouka
5318,Μονιάτης,275,126,149,Λεμεσού,False,34.868825,32.897145,ChIJ94_W3tVH5xQR2klKftimnYI,Moniatis,Moniatis
5320,Δωρά,145,68,77,Λεμεσού,False,34.7816186,32.7378222,ChIJkTkZB5U95xQRbrcooqyNUVY,Dora,Dora
5322,Άρσος Λεμεσού,202,86,116,Λεμεσού,False,34.8410556,32.7692686,ChIJJylx4QU_5xQRRI8m6gAyZlk,Arsos,Arsos
5323,Κισσούσα,6,3,3,Λεμεσού,False,34.8101445,32.7935055,ChIJq8Arw8U-5xQRmT9HyViUIls,Kissousa,Kissousa
5324,Μαλιά,64,32,32,Λεμεσού,False,34.8168712,32.78317090000001,ChIJq7CVBuk-5xQRANPn0t2s0ko,Malia,Bağlarbaşı
5325,Βάσα Κοιλανίου,163,82,81,Λεμεσού,False,34.8331824,32.7925858,ChIJbf6siSM_5xQRmwZG3WfNJOw,Vasa,Vasa
5326,Βουνί,149,72,77,Λεμεσού,False,34.8230959,32.83388360000001,ChIJbeyEgug45xQRfYtVxp6mXBg,Vouni,Vouni
5327,Πέρα Πεδί,120,59,61,Λεμεσού,False,34.8591819,32.8786132,ChIJ8dK1UpVH5xQRgVCzGGjYKNg,Pera Pedi,Pera Pedi
5328,Μανδριά Λεμεσού,107,50,57,Λεμεσού,False,34.8700469,32.8326114,ChIJsczvEGpH5xQRsciiwD-fDzQ,Mandria,Mandria
5329,Ποταμιού,36,14,22,Λεμεσού,False,34.8236864,32.8067249,ChIJeQbo5io_5xQRyjP-Im3WwFQ,Potamiou,Potamiou
5330,Όμοδος,322,148,174,Λεμεσού,False,34.8489219,32.8077875,ChIJB0OIhbY45xQRE293wO2Hwf4,Omodos,Omodos
5331,Κοιλάνι,216,91,125,Λεμεσού,False,34.8437635,32.8609064,ChIJhd31o3g45xQRE_4SN_PzuCQ,Koilani,Ceylan
5340,Άγιος Δημήτριος,54,15,39,Λεμεσού,False,34.9255557,32.8093553,ChIJz5f9BLNG5xQRXjdT6alLsgc,Agios Dimitrios,Agios Dimitrios
5341,Παλαιόμυλος,20,7,13,Λεμεσού,False,34.9346806,32.8208957,ChIJid3UiadG5xQR-al7SsUWBR8,Palaiomylos,Palaiomylos
5342,Πρόδρομος,123,53,70,Λεμεσού,False,34.949966,32.8326008,ChIJNy2YCD5E5xQRTvdLWFnP_Hw,Prodromos,Prodromos
5343,Καμινάρια,44,19,25,Λεμεσού,False,34.9279581,32.7837628,ChIJc0za3WpB5xQRMkSc9nmRX8Y,Kaminaria,Kaminaria
5344,Τρεις Ελιές,25,11,14,Λεμεσού,False,34.9328386,32.793992,ChIJRcJv9kRB5xQRWVsHL0aBO28,Treis Elies,Treis Elies
5345,Λεμίθου,88,38,50,Λεμεσού,False,34.9510501,32.8138436,ChIJO9l4_ghE5xQRChbfMTkv9I0,Lemithou,Lemithou
5350,Κάτω Πλάτρες (Toρνάρηδες),148,68,80,Λεμεσού,False,34.8797205,32.8420213,ChIJ1ex5RVJG5xQR3HwwGL-Vmr8,Kato Platres,Kato Platres
5351,Πάνω Πλάτρες,239,109,130,Λεμεσού,False,34.8880353,32.8643444,ChIJd91UiFNG5xQR6uDkdxHwdfw,Pano Platres,Pano Platres
5352,Φοινί,391,173,218,Λεμεσού,False,34.8938825,32.8365745,ChIJ-ZRJLhhH5xQRrZEXVSNhXf8,Foini,Foini
5355,Αμίαντος,228,114,114,Λεμεσού,False,34.9173137,32.9370119,ChIJZUQhuyNP5xQRDapaPe7QmAo,Kato Amiantos,Kato Amiantos
5360,Άγιος Θεόδωρος Λεμεσού,65,31,34,Λεμεσού,False,34.8937915,33.0331615,ChIJ98ixdF9M5xQRbWAG0WLJjHM,Agios Theodoros,Agios Theodoros
5361,Άγιος Ιωάννης Λεμεσού,339,166,173,Λεμεσού,False,34.6776126,33.0183948,ChIJ9cBYJLMz5xQREOPo955awT8,Agios Ioannis,Agios Ioannis
5362,Κάτω Μύλος,50,23,27,Λεμεσού,False,34.8946913,33.006335,ChIJp6J9rBZM5xQRiwj3c8qZRo4,Kato Milos,Kato Milos
5363,Ποταμίτισσα,62,28,34,Λεμεσού,False,34.9075123,32.9897087,ChIJ-ab0miBM5xQRXb7aqDTD3cw,Potamitissa,Potamitissa
5364,Δύμες,165,81,84,Λεμεσού,False,34.91693410000001,32.9843429,ChIJ421DY4NO5xQRNzqfnMovpHQ,Dimes,Dimes
5365,Πελένδρι,1074,528,546,Λεμεσού,False,34.8959786,32.96608,ChIJ22ArU7ZO5xQRZWUnLXI-Zrk,Pelentri,Pelentri
5366,Αγρός,806,403,403,Λεμεσού,False,34.9173092,33.0177292,ChIJl1i6aLNN5xQRXSMdn60B0XM,Agros,Agros
5367,Αγρίδια,104,48,56,Λεμεσού,False,34.9300599,33.0029056,ChIJH1hYNdFN5xQRoOptQYRxT1A,Agridia,Agridia
5368,Χανδριά,162,75,87,Λεμεσού,False,34.9443393,32.9943517,ChIJVRe0suBN5xQRyI2W6ijfpbI,Chandria,Chandria
5369,Κυπερούντα,1516,737,779,Λεμεσού,False,34.9413934,32.9680834,ChIJp76a9WhO5xQRwJxKh7-B0zA,Kyperounta,Kyperounta
6000,Πάφος,32892,16204,16688,Πάφου,True,34.77539489999999,32.4217786,ChIJyeIt9GMG5xQR57X0UP_9BWw,Paphos,Baf
6010,Γεροσκήπου,7878,3904,3974,Πάφου,True,34.7600248,32.4533949,ChIJbzlG2MoF5xQR9O7Y185u2jk,Yeroskipou,Yeroskipou
6011,Κονιά,2209,1094,1115,Πάφου,False,34.7851789,32.4588099,ChIJtRwKUsMF5xQRDpzhGp8A9E8,Konia,Konya
6012,Αγία Μαρινούδα,266,139,127,Πάφου,False,34.7599385,32.475741,ChIJtYyTBEsE5xQRMnTU5zh96no,Ayia Marinouda,Agia Marinouda
6014,Αχέλεια,145,78,67,Πάφου,False,34.7385788,32.4851825,ChIJnRRCMmcE5xQRAsNZOxTU8BA,Acheleia,Akhelia
6020,Χλώρακας,5356,2673,2683,Πάφου,False,34.7988017,32.4084312,ChIJvwDEokkG5xQRSkeJ6_AmTIA,Chloraka,Chloraka
6021,Λέμπα,506,235,271,Πάφου,False,34.8085959,32.4084564,ChIJwz8OHjMG5xQRPEnzDRUH8ZQ,Lempa,Lempa
6022,Έμπα,4855,2454,2401,Πάφου,False,34.8099351,32.4230508,ChIJTZqpaEcG5xQRMn3unzGrtOs,Emba,Emba
6023,Τρεμιθούσα,1041,528,513,Πάφου,False,34.8170284,32.4460164,ChIJ5eKHTVMP5xQRUmm-VKdtRBo,Tremithousa,Tremithousa
6024,Μέσα Χωριό,586,297,289,Πάφου,False,34.8090289,32.4616974,ChIJy1Aa91gP5xQRokyWZuXRyuE,Mesa Chorio,Mesa Chorio
6025,Μεσόγη,1689,834,855,Πάφου,False,34.8153325,32.4543097,ChIJ-bbs31AP5xQRHcHUbW7GcBY,Mesogi,Mesogi
6026,Τάλα,2695,1315,1380,Πάφου,False,34.8388506,32.4348263,ChIJW6TwGZEI5xQRlcBdsQ5fTKE,Tala,Tala
6027,Κισσόνεργα,2004,993,1011,Πάφου,False,34.8232973,32.4019769,ChIJSxBYldIH5xQRpoZgyX847k4,Kissonerga,Kissonerga
6100,Κούκλια Πάφου,892,432,460,Πάφου,False,34.7085717,32.5767309,ChIJk20cuJ0b5xQRMFs9Wnn01T8,Kouklia,Sakarya
6101,Μανδριά Πάφου,893,456,437,Πάφου,False,34.7154419,32.5323996,ChIJK5MBRa8E5xQRUfERenhNlqc,Mandria,Yeşilova
6102,Νικόκλεια,121,52,69,Πάφου,False,34.7301801,32.5758216,ChIJC-93fgQb5xQRfyUy_MzKxbM,Nikokleia,Nikokleia
6103,Σουσκιού,10,7,3,Πάφου,False,34.7332478,32.6024302,ChIJ60MyVEga5xQRyGEhDmES0pI,Souskiou,Susuz
6104,Τίμη,1220,603,617,Πάφου,False,34.731714,32.5165011,ChIJ83FqBcAE5xQRaUnN7QIKy4A,Timi,Ovalık
6106,Αγία Βαρβάρα Πάφου,172,86,86,Πάφου,False,34.7520911,32.5105131,ChIJ1YF8V-AE5xQRdzv0vUQXHVM,Agia Varvara,Engindere
6107,Αναρίτα,876,423,453,Πάφου,False,34.7404252,32.5335875,ChIJWXcqntME5xQRbEdonUVRVmw,Anarita,Anarita
6110,Μαραθούντα,309,154,155,Πάφου,False,34.7911516,32.4879837,ChIJw9Ird4MF5xQRXScC52eENXo,Marathounta,Marathounta
6111,Άρμου,600,291,309,Πάφου,False,34.7993207,32.4800409,ChIJLcvk94gF5xQRiTZHtDboeCE,Armou,Armou
6112,Επισκοπή Πάφου,220,103,117,Πάφου,False,34.7913403,32.5224084,ChIJdzAt4e0P5xQR7pJM7WQZunE,Episkopi,Piskobu
6113,Νατά,181,90,91,Πάφου,False,34.781723,32.5664662,ChIJbQn3E5oa5xQRU-Ys7i3FVHc,Nata,Nata
6114,Χολέτρια,264,129,135,Πάφου,False,34.7637137,32.5989955,ChIJ689YJnQa5xQRZFCJcbCoCZo,Choletria,Choletria
6115,Αξύλου,61,31,30,Πάφου,False,34.8057785,32.563136,ChIJ6XJuHkYQ5xQR8RXEsx3gSDw,Axylou,Aksulu
6116,Ελεδιό,44,21,23,Πάφου,False,34.8092298,32.568433,ChIJudT3mk4Q5xQRKVuk167MSt8,Eledio,Eledio
6120,Τσάδα,1043,500,543,Πάφου,False,34.8386369,32.4748826,ChIJeY9izQMP5xQROCzzUaPchWc,Tsada,Tsada
6121,Κοίλη,466,235,231,Πάφου,False,34.8602383,32.4547343,ChIJ1cpnTM4O5xQRMi1P3Uvb0rk,Koili,Koili
6122,Στρουμπί,540,269,271,Πάφου,False,34.8839902,32.4825424,ChIJRQI13igM5xQRSZWIkuTg6Lg,Stroumpi,Stroumpi
6123,Πολέμι,848,408,440,Πάφου,False,34.8857342,32.5076477,ChIJDxA4-sMN5xQR3SoT4DATcpk,Polemi,Polemi
6124,Καλλέπεια,326,152,174,Πάφου,False,34.8461805,32.5006167,ChIJ4a2pZloO5xQRquJIbzTeAmk,Kallepia,Kallepia
6125,Λετύμβου,249,120,129,Πάφου,False,34.856678,32.5134516,ChIJ90LWWGsO5xQR4uG9i4BNJRg,Letymvou,Letymvou
6127,Κούρδακα,7,4,3,Πάφου,False,34.8508634,32.532419,ChIJT6gGPhwO5xQR9-Rpd12Opyw,Kourdaka,Kurtağa
6128,Λεμώνα,51,25,26,Πάφου,False,34.861236,32.5580041,ChIJ8Rsu2BgS5xQRlgQfQvbR-Sg,Lemona,Lemona
6129,Χούλου,147,59,88,Πάφου,False,34.8718331,32.5573602,ChIJHXvfZhYS5xQRKauPEPwFt58,Choulou,Choulou
6130,Ακουρσός,22,14,8,Πάφου,False,34.8869001,32.4214343,ChIJ_7gnTGgJ5xQRUQ-eUemddKs,Akoursos,Akarsu
6132,Κάθικας,438,222,216,Πάφου,False,34.9127034,32.4255259,ChIJxf1xV-4L5xQRVBf1HXh0pvg,Kathikas,Kathikas
6133,Πέγεια,3953,1969,1984,Πάφου,True,34.8833497,32.3874598,ChIJ43dQmoOn5xQRPJ9JRPjv-8s,Peyia,Peyia
6200,Πάνω Aρχιμανδρίτα,43,19,24,Πάφου,False,34.7508805,32.678098,ChIJu1Dba4MX5xQR9aLrIfiRheU,Archimandrita,Archimandrita
6201,Φασούλα Πάφου,56,31,25,Πάφου,False,34.7605476,32.6261529,ChIJwSBvpKsQ5xQRxNBde6URxnc,Fasoula,Fasoula
6202,Μούσερε,2,1,1,Πάφου,False,34.7706678,32.7153863,ChIJQR7wLisW5xQRmlZUm1L6qEI,Mousere,Musere
6204,Μαμώνια,51,23,28,Πάφου,False,34.7707116,32.637913,ChIJw9fiKk8X5xQRYgr96FRmGU8,Mamonia,Mamonia
6205,Άγιος Γεώργιος Πάφου,101,57,44,Πάφου,False,34.7785071,32.6506835,ChIJV7HvzxcX5xQRJMoYKsfk5Lo,Agios Georgios,Kavaklı
6206,Σταυροκόννου,56,28,28,Πάφου,False,34.7851907,32.6205557,ChIJi96-Kc8Q5xQRbhm7CZPyqLE,Stavrokonnou,Aydoğan
6207,Πραστιό Πάφου,8,3,5,Πάφου,False,34.7864199,32.6975277,ChIJEeI5PjgW5xQRGQpzlIxmEes,Prastio,Yuvalı
6208,Τραχυπέδουλα,64,27,37,Πάφου,False,34.8005436,32.67903,ChIJCxo-CV4W5xQRKb2XiNVC38s,Trachypedoula,Trachypedoula
6210,Κελοκέδαρα,193,78,115,Πάφου,False,34.812669,32.651683,ChIJRRJohJUW5xQRp7J7y7dez_Y,Kelokedara,Kelokedara
6211,Σαλαμιού,265,131,134,Πάφου,False,34.8402408,32.68935340000001,ChIJWWaNWLAV5xQRTSG0zu3fdVI,Salamiou,Salamiou
6212,Κιδάσι,11,6,5,Πάφου,False,34.8074659,32.7129631,ChIJ9Q0jNwEW5xQRZ8ZyQTgbgck,Kidasi,Ceyhan
6213,Κέδαρες,80,35,45,Πάφου,False,34.8363418,32.7363927,ChIJKYObJDc-5xQRxlGUfM1M5Lw,Kedares,Çığır
6214,Μέσανα,31,12,19,Πάφου,False,34.8486304,32.7065946,ChIJqQRe0ZwV5xQRIAknJL03eLQ,Mesana,Mesana
6215,Πραιτώρι,23,10,13,Πάφου,False,34.8484702,32.7450064,ChIJI6F7PLc_5xQRVNUU4Fnaby0,Praitori,Praitori
6216,Φιλούσα Κελοκεδάρων,17,7,10,Πάφου,False,34.8519845,32.7429059,ChIJ89hDN7g_5xQRHvC1Zd1cJ84,Philousa Kelokedharon,Philousa Kelokedharon
